iR10,iR11,n215ResidualFromPrintedVoltagesAmp,iR15,iR13,iR16,n9PassiveDemandAmp,n145MinusN9PassiveDemandAmp,r14c6DcCurrentAmp,c5DcCurrentAmp,iR12,iR9,iR7R8Dc,n05DemandWithoutR17Amp,n05PreviousDemandLowIfR7R8MistakenAsDcAmp,n05PreviousDemandHighIfR7R8MistakenAsDcAmp,n05DeficitAfterR13Amp
0.00125,0.00115,0.00010000000000000005,0.007916666666666667,0.000038636363636363636,0.0075,0.007538636363636364,0.00037803030303030366,0,0,0.004166666666666667,0.00000892857142857143,0,0.004175595238095238,0.00459932405165456,0.004910889355742297,0.004136958874458874
