scenario,mode,ueHighRms,releaseOhm,tauSeconds,time,ueRms,averageCurrentAmp,vCapEquivalentVolt
limiter_nominal,limiter,8,1000,0.5,0,0,0,0
limiter_nominal,limiter,8,1000,0.5,0.01,0,0,0
limiter_nominal,limiter,8,1000,0.5,0.02,0,0,0
limiter_nominal,limiter,8,1000,0.5,0.03,0,0,0
limiter_nominal,limiter,8,1000,0.5,0.04,0,0,0
limiter_nominal,limiter,8,1000,0.5,0.05,0,0,0
limiter_nominal,limiter,8,1000,0.5,0.06,0,0,0
limiter_nominal,limiter,8,1000,0.5,0.07,0,0,0
limiter_nominal,limiter,8,1000,0.5,0.08,0,0,0
limiter_nominal,limiter,8,1000,0.5,0.09,0,0,0
limiter_nominal,limiter,8,1000,0.5,0.1,8,5.616197411484305e-9,1.1221169912666165e-8
limiter_nominal,limiter,8,1000,0.5,0.11,8,5.616197411484305e-9,1.2220713557990037e-7
limiter_nominal,limiter,8,1000,0.5,0.12,8,5.616197411484305e-9,2.3099543188259143e-7
limiter_nominal,limiter,8,1000,0.5,0.13,8,5.616197411484305e-9,3.3762957558979347e-7
limiter_nominal,limiter,8,1000,0.5,0.14,8,5.616197411484305e-9,4.4215222178079495e-7
limiter_nominal,limiter,8,1000,0.5,0.15,8,5.616197411484305e-9,5.44605180907725e-7
limiter_nominal,limiter,8,1000,0.5,0.16,8,5.616197411484305e-9,6.450294355202924e-7
limiter_nominal,limiter,8,1000,0.5,0.17,8,5.616197411484305e-9,7.434651566593524e-7
limiter_nominal,limiter,8,1000,0.5,0.18,8,5.616197411484305e-9,8.399517199258514e-7
limiter_nominal,limiter,8,1000,0.5,0.19,8,5.616197411484305e-9,9.345277212316019e-7
limiter_nominal,limiter,8,1000,0.5,0.2,8,5.616197411484305e-9,0.0000010272309922381576
limiter_nominal,limiter,8,1000,0.5,0.21,8,5.616197411484305e-9,0.000001118098615489979
limiter_nominal,limiter,8,1000,0.5,0.22,8,5.616197411484305e-9,0.0000012071669392479533
limiter_nominal,limiter,8,1000,0.5,0.23,8,5.616197411484305e-9,0.0000012944715920291764
limiter_nominal,limiter,8,1000,0.5,0.24,8,5.616197411484305e-9,0.0000013800474968588387
limiter_nominal,limiter,8,1000,0.5,0.25,8,5.616197411484305e-9,0.0000014639288852398977
limiter_nominal,limiter,8,1000,0.5,0.26,8,5.616197411484305e-9,0.0000015461493108461409
limiter_nominal,limiter,8,1000,0.5,0.27,8,5.616197411484305e-9,0.0000016267416629440976
limiter_nominal,limiter,8,1000,0.5,0.28,8,5.616197411484305e-9,0.000001705738179549185
limiter_nominal,limiter,8,1000,0.5,0.29,8,5.616197411484305e-9,0.0000017831704603213458
limiter_nominal,limiter,8,1000,0.5,0.3,8,5.616197411484305e-9,0.0000018590694792053344
limiter_nominal,limiter,8,1000,0.5,0.31,8,5.616197411484305e-9,0.000001933465596820705
limiter_nominal,limiter,8,1000,0.5,0.32,8,5.616197411484305e-9,0.0000020063885726064646
limiter_nominal,limiter,8,1000,0.5,0.33,8,5.616197411484305e-9,0.0000020778675767252463
limiter_nominal,limiter,8,1000,0.5,0.34,8,5.616197411484305e-9,0.0000021479312017317643
limiter_nominal,limiter,8,1000,0.5,0.35000000000000003,8,5.616197411484305e-9,0.000002216607474010215
limiter_nominal,limiter,8,1000,0.5,0.36,8,5.616197411484305e-9,0.0000022839238649852073
limiter_nominal,limiter,8,1000,0.5,0.37,8,5.616197411484305e-9,0.0000023499073021106934
limiter_nominal,limiter,8,1000,0.5,0.38,8,5.616197411484305e-9,0.000002414584179641314
limiter_nominal,limiter,8,1000,0.5,0.39,8,5.616197411484305e-9,0.000002477980369190451
limiter_nominal,limiter,8,1000,0.5,0.4,8,5.616197411484305e-9,0.0000025401212300792194
limiter_nominal,limiter,8,1000,0.5,0.41000000000000003,8,5.616197411484305e-9,0.00000260103161948053
limiter_nominal,limiter,8,1000,0.5,0.42,8,5.616197411484305e-9,0.0000026607359023622923
limiter_nominal,limiter,8,1000,0.5,0.43,8,5.616197411484305e-9,0.000002719257961233726
limiter_nominal,limiter,8,1000,0.5,0.44,8,5.616197411484305e-9,0.0000027766212056986857
limiter_nominal,limiter,8,1000,0.5,0.45,8,5.616197411484305e-9,0.0000028328485818198107
limiter_nominal,limiter,8,1000,0.5,0.46,8,5.616197411484305e-9,0.000002887962581297257
limiter_nominal,limiter,8,1000,0.5,0.47000000000000003,8,5.616197411484305e-9,0.00000294198525046568
limiter_nominal,limiter,8,1000,0.5,0.48,8,5.616197411484305e-9,0.0000029949381991130574
limiter_nominal,limiter,8,1000,0.5,0.49,8,5.616197411484305e-9,0.0000030468426091248976
limiter_nominal,limiter,8,1000,0.5,0.5,8,5.616197411484305e-9,0.000003097719242957273
limiter_nominal,limiter,8,1000,0.5,0.51,8,5.616197411484305e-9,0.0000031475884519420813
limiter_nominal,limiter,8,1000,0.5,0.52,8,5.616197411484305e-9,0.0000031964701844278474
limiter_nominal,limiter,8,1000,0.5,0.53,8,5.616197411484305e-9,0.0000032443839937593317
limiter_nominal,limiter,8,1000,0.5,0.54,8,5.616197411484305e-9,0.0000032913490460991253
limiter_nominal,limiter,8,1000,0.5,0.55,8,5.616197411484305e-9,0.0000033373841280943726
limiter_nominal,limiter,8,1000,0.5,0.56,8,5.616197411484305e-9,0.0000033825076543916823
limiter_nominal,limiter,8,1000,0.5,0.5700000000000001,8,5.616197411484305e-9,0.000003426737675003227
limiter_nominal,limiter,8,1000,0.5,0.58,8,5.616197411484305e-9,0.0000034700918825269934
limiter_nominal,limiter,8,1000,0.5,0.59,8,5.616197411484305e-9,0.000003512587619224055
limiter_nominal,limiter,8,1000,0.5,0.6,8,5.616197411484305e-9,0.0000035542418839557083
limiter_nominal,limiter,8,1000,0.5,0.61,8,5.616197411484305e-9,0.0000035950713389832436
limiter_nominal,limiter,8,1000,0.5,0.62,8,5.616197411484305e-9,0.000003635092316633071
limiter_nominal,limiter,8,1000,0.5,0.63,8,5.616197411484305e-9,0.0000036743208258298714
limiter_nominal,limiter,8,1000,0.5,0.64,8,5.616197411484305e-9,0.0000037127725585003763
limiter_nominal,limiter,8,1000,0.5,0.65,8,5.616197411484305e-9,0.000003750462895850352
limiter_nominal,limiter,8,1000,0.5,0.66,8,5.616197411484305e-9,0.000003787406914517282
limiter_nominal,limiter,8,1000,0.5,0.67,8,5.616197411484305e-9,0.000003823619392601227
limiter_nominal,limiter,8,1000,0.5,0.68,8,5.616197411484305e-9,0.000003859114815576259
limiter_nominal,limiter,8,1000,0.5,0.6900000000000001,8,5.616197411484305e-9,0.000003893907382084849
limiter_nominal,limiter,8,1000,0.5,0.7000000000000001,8,5.616197411484305e-9,0.000003928011009617506
limiter_nominal,limiter,8,1000,0.5,0.71,8,5.616197411484305e-9,0.000003961439340079964
limiter_nominal,limiter,8,1000,0.5,0.72,8,5.616197411484305e-9,0.000003994205745250123
limiter_nominal,limiter,8,1000,0.5,0.73,8,5.616197411484305e-9,0.000004026323332126947
limiter_nominal,limiter,8,1000,0.5,0.74,8,5.616197411484305e-9,0.000004057804948173423
limiter_nominal,limiter,8,1000,0.5,0.75,8,5.616197411484305e-9,0.000004088663186455732
limiter_nominal,limiter,8,1000,0.5,0.76,8,5.616197411484305e-9,0.000004118910390680634
limiter_nominal,limiter,8,1000,0.5,0.77,8,5.616197411484305e-9,0.0000041485586601331205
limiter_nominal,limiter,8,1000,0.5,0.78,8,5.616197411484305e-9,0.000004177619854516291
limiter_nominal,limiter,8,1000,0.5,0.79,8,5.616197411484305e-9,0.000004206105598695385
limiter_nominal,limiter,8,1000,0.5,0.8,8,5.616197411484305e-9,0.000004234027287347888
limiter_nominal,limiter,8,1000,0.5,0.81,8,5.616197411484305e-9,0.000004261396089521554
limiter_nominal,limiter,8,1000,0.5,0.8200000000000001,8,5.616197411484305e-9,0.000004288222953102177
limiter_nominal,limiter,8,1000,0.5,0.8300000000000001,8,5.616197411484305e-9,0.0000043145186091928855
limiter_nominal,limiter,8,1000,0.5,0.84,8,5.616197411484305e-9,0.0000043402935764067285
limiter_nominal,limiter,8,1000,0.5,0.85,8,5.616197411484305e-9,0.000004365558165074263
limiter_nominal,limiter,8,1000,0.5,0.86,8,5.616197411484305e-9,0.00000439032248136782
limiter_nominal,limiter,8,1000,0.5,0.87,8,5.616197411484305e-9,0.000004414596431344113
limiter_nominal,limiter,8,1000,0.5,0.88,8,5.616197411484305e-9,0.000004438389724906793
limiter_nominal,limiter,8,1000,0.5,0.89,8,5.616197411484305e-9,0.00000446171187969053
limiter_nominal,limiter,8,1000,0.5,0.9,8,5.616197411484305e-9,0.000004484572224868202
limiter_nominal,limiter,8,1000,0.5,0.91,8,5.616197411484305e-9,0.0000045069799048826915
limiter_nominal,limiter,8,1000,0.5,0.92,8,5.616197411484305e-9,0.0000045289438831047754
limiter_nominal,limiter,8,1000,0.5,0.93,8,5.616197411484305e-9,0.0000045504729454186015
limiter_nominal,limiter,8,1000,0.5,0.9400000000000001,8,5.616197411484305e-9,0.000004571575703736152
limiter_nominal,limiter,8,1000,0.5,0.9500000000000001,8,5.616197411484305e-9,0.000004592260599442128
limiter_nominal,limiter,8,1000,0.5,0.96,8,5.616197411484305e-9,0.000004612535906770614
limiter_nominal,limiter,8,1000,0.5,0.97,8,5.616197411484305e-9,0.0000046324097361148836
limiter_nominal,limiter,8,1000,0.5,0.98,8,5.616197411484305e-9,0.000004651890037271662
limiter_nominal,limiter,8,1000,0.5,0.99,8,5.616197411484305e-9,0.000004670984602621151
limiter_nominal,limiter,8,1000,0.5,1,8,5.616197411484305e-9,0.00000468970107024409
limiter_nominal,limiter,8,1000,0.5,1.01,8,5.616197411484305e-9,0.000004708046926977084
limiter_nominal,limiter,8,1000,0.5,1.02,8,5.616197411484305e-9,0.000004726029511407438
limiter_nominal,limiter,8,1000,0.5,1.03,8,5.616197411484305e-9,0.000004743656016808701
limiter_nominal,limiter,8,1000,0.5,1.04,8,5.616197411484305e-9,0.000004760933494018051
limiter_nominal,limiter,8,1000,0.5,1.05,8,5.616197411484305e-9,0.000004777868854256745
limiter_nominal,limiter,8,1000,0.5,1.06,8,5.616197411484305e-9,0.000004794468871894686
limiter_nominal,limiter,8,1000,0.5,1.07,8,5.616197411484305e-9,0.0000048107401871602634
limiter_nominal,limiter,8,1000,0.5,1.08,8,5.616197411484305e-9,0.0000048266893087965376
limiter_nominal,limiter,8,1000,0.5,1.09,8,5.616197411484305e-9,0.000004842322616664822
limiter_nominal,limiter,8,1000,0.5,1.1,0,0,0.000004846425194384044
limiter_nominal,limiter,8,1000,0.5,1.11,0,0,0.000004750459545815675
limiter_nominal,limiter,8,1000,0.5,1.12,0,0,0.000004656394144405936
limiter_nominal,limiter,8,1000,0.5,1.1300000000000001,0,0,0.000004564191362740043
limiter_nominal,limiter,8,1000,0.5,1.1400000000000001,0,0,0.000004473814318475942
limiter_nominal,limiter,8,1000,0.5,1.1500000000000001,0,0,0.000004385226859590884
limiter_nominal,limiter,8,1000,0.5,1.16,0,0,0.000004298393549920134
limiter_nominal,limiter,8,1000,0.5,1.17,0,0,0.00000421327965498203
limiter_nominal,limiter,8,1000,0.5,1.18,0,0,0.00000412985112808373
limiter_nominal,limiter,8,1000,0.5,1.19,0,0,0.000004048074596702079
limiter_nominal,limiter,8,1000,0.5,1.2,0,0,0.000003967917349134158
limiter_nominal,limiter,8,1000,0.5,1.21,0,0,0.00000388934732141216
limiter_nominal,limiter,8,1000,0.5,1.22,0,0,0.000003812333084477382
limiter_nominal,limiter,8,1000,0.5,1.23,0,0,0.0000037368438316081805
limiter_nominal,limiter,8,1000,0.5,1.24,0,0,0.0000036628493660968714
limiter_nominal,limiter,8,1000,0.5,1.25,0,0,0.000003590320089170644
limiter_nominal,limiter,8,1000,0.5,1.26,0,0,0.000003519226988151657
limiter_nominal,limiter,8,1000,0.5,1.27,0,0,0.000003449541624851583
limiter_nominal,limiter,8,1000,0.5,1.28,0,0,0.0000033812361241959514
limiter_nominal,limiter,8,1000,0.5,1.29,0,0,0.0000033142831630737475
limiter_nominal,limiter,8,1000,0.5,1.3,0,0,0.0000032486559594078044
limiter_nominal,limiter,8,1000,0.5,1.31,0,0,0.0000031843282614416147
limiter_nominal,limiter,8,1000,0.5,1.32,0,0,0.000003121274337238277
limiter_nominal,limiter,8,1000,0.5,1.33,0,0,0.000003059468964387382
limiter_nominal,limiter,8,1000,0.5,1.34,0,0,0.0000029988874199157044
limiter_nominal,limiter,8,1000,0.5,1.35,0,0,0.0000029395054703976923
limiter_nominal,limiter,8,1000,0.5,1.36,0,0,0.0000028812993622617686
limiter_nominal,limiter,8,1000,0.5,1.37,0,0,0.000002824245812288586
limiter_nominal,limiter,8,1000,0.5,1.3800000000000001,0,0,0.0000027683219982974316
limiter_nominal,limiter,8,1000,0.5,1.3900000000000001,0,0,0.0000027135055500170486
limiter_nominal,limiter,8,1000,0.5,1.4000000000000001,0,0,0.000002659774540137229
limiter_nominal,limiter,8,1000,0.5,1.41,0,0,0.000002607107475537598
limiter_nominal,limiter,8,1000,0.5,1.42,0,0,0.0000025554832886900776
limiter_nominal,limiter,8,1000,0.5,1.43,0,0,0.0000025048813292315986
limiter_nominal,limiter,8,1000,0.5,1.44,0,0,0.0000024552813557036746
limiter_nominal,limiter,8,1000,0.5,1.45,0,0,0.000002406663527455554
limiter_nominal,limiter,8,1000,0.5,1.46,0,0,0.0000023590083967076903
limiter_nominal,limiter,8,1000,0.5,1.47,0,0,0.0000023122969007723742
limiter_nominal,limiter,8,1000,0.5,1.48,0,0,0.0000022665103544284037
limiter_nominal,limiter,8,1000,0.5,1.49,0,0,0.0000022216304424467452
limiter_nominal,limiter,8,1000,0.5,1.5,0,0,0.0000021776392122641994
limiter_nominal,limiter,8,1000,0.5,1.51,0,0,0.000002134519066802136
limiter_nominal,limiter,8,1000,0.5,1.52,0,0,0.000002092252757427427
limiter_nominal,limiter,8,1000,0.5,1.53,0,0,0.0000020508233770527646
limiter_nominal,limiter,8,1000,0.5,1.54,0,0,0.0000020102143533735997
limiter_nominal,limiter,8,1000,0.5,1.55,0,0,0.000001970409442239
limiter_nominal,limiter,8,1000,0.5,1.56,0,0,0.0000019313927211537725
limiter_nominal,limiter,8,1000,0.5,1.57,0,0,0.0000018931485829092524
limiter_nominal,limiter,8,1000,0.5,1.58,0,0,0.0000018556617293402132
limiter_nominal,limiter,8,1000,0.5,1.59,0,0,0.0000018189171652053966
limiter_nominal,limiter,8,1000,0.5,1.6,0,0,0.0000017829001921892142
limiter_nominal,limiter,8,1000,0.5,1.61,0,0,0.000001747596403022227
limiter_nominal,limiter,8,1000,0.5,1.62,0,0,0.0000017129916757180444
limiter_nominal,limiter,8,1000,0.5,1.6300000000000001,0,0,0.000001679072167924343
limiter_nominal,limiter,8,1000,0.5,1.6400000000000001,0,0,0.0000016458243113857388
limiter_nominal,limiter,8,1000,0.5,1.6500000000000001,0,0,0.0000016132348065163055
limiter_nominal,limiter,8,1000,0.5,1.6600000000000001,0,0,0.000001581290617079563
limiter_nominal,limiter,8,1000,0.5,1.67,0,0,0.0000015499789649738083
limiter_nominal,limiter,8,1000,0.5,1.68,0,0,0.0000015192873251207048
limiter_nominal,limiter,8,1000,0.5,1.69,0,0,0.0000014892034204550841
limiter_nominal,limiter,8,1000,0.5,1.7,0,0,0.000001459715217013956
limiter_nominal,limiter,8,1000,0.5,1.71,0,0,0.000001430810919122762
limiter_nominal,limiter,8,1000,0.5,1.72,0,0,0.0000014024789646769503
limiter_nominal,limiter,8,1000,0.5,1.73,0,0,0.0000013747080205169783
limiter_nominal,limiter,8,1000,0.5,1.74,0,0,0.0000013474869778948982
limiter_nominal,limiter,8,1000,0.5,1.75,0,0,0.0000013208049480307086
limiter_nominal,limiter,8,1000,0.5,1.76,0,0,0.0000012946512577566985
limiter_nominal,limiter,8,1000,0.5,1.77,0,0,0.0000012690154452480382
limiter_nominal,limiter,8,1000,0.5,1.78,0,0,0.0000012438872558379088
limiter_nominal,limiter,8,1000,0.5,1.79,0,0,0.0000012192566379154989
limiter_nominal,limiter,8,1000,0.5,1.8,0,0,0.000001195113738905227
limiter_nominal,limiter,8,1000,0.5,1.81,0,0,0.0000011714489013255793
limiter_nominal,limiter,8,1000,0.5,1.82,0,0,0.0000011482526589259892
limiter_nominal,limiter,8,1000,0.5,1.83,0,0,0.0000011255157329002084
limiter_nominal,limiter,8,1000,0.5,1.84,0,0,0.0000011032290281746647
limiter_nominal,limiter,8,1000,0.5,1.85,0,0,0.0000010813836297703074
limiter_nominal,limiter,8,1000,0.5,1.86,0,0,0.0000010599707992364987
limiter_nominal,limiter,8,1000,0.5,1.87,0,0,0.0000010389819711555172
limiter_nominal,limiter,8,1000,0.5,1.8800000000000001,0,0,0.0000010184087497162756
limiter_nominal,limiter,8,1000,0.5,1.8900000000000001,0,0,9.98242905355885e-7
limiter_nominal,limiter,8,1000,0.5,1.9000000000000001,0,0,9.784763714677195e-7
limiter_nominal,limiter,8,1000,0.5,1.9100000000000001,0,0,9.591012411746667e-7
limiter_nominal,limiter,8,1000,0.5,1.92,0,0,9.401097641662708e-7
limiter_nominal,limiter,8,1000,0.5,1.93,0,0,9.214943435985054e-7
limiter_nominal,limiter,8,1000,0.5,1.94,0,0,9.032475330549344e-7
limiter_nominal,limiter,8,1000,0.5,1.95,0,0,8.853620335680464e-7
limiter_nominal,limiter,8,1000,0.5,1.96,0,0,8.6783069069957e-7
limiter_nominal,limiter,8,1000,0.5,1.97,0,0,8.506464916786038e-7
limiter_nominal,limiter,8,1000,0.5,1.98,0,0,8.338025625964135e-7
limiter_nominal,limiter,8,1000,0.5,1.99,0,0,8.172921656567776e-7
limiter_nominal,limiter,8,1000,0.5,2,0,0,8.011086964807785e-7
limiter_nominal,limiter,8,1000,0.5,2.0100000000000002,0,0,7.852456814649632e-7
limiter_nominal,limiter,8,1000,0.5,2.02,0,0,7.69696775191816e-7
limiter_nominal,limiter,8,1000,0.5,2.0300000000000002,0,0,7.54455757891506e-7
limiter_nominal,limiter,8,1000,0.5,2.04,0,0,7.395165329538969e-7
limiter_nominal,limiter,8,1000,0.5,2.05,0,0,7.248731244898213e-7
limiter_nominal,limiter,8,1000,0.5,2.06,0,0,7.105196749406454e-7
limiter_nominal,limiter,8,1000,0.5,2.07,0,0,6.964504427351677e-7
limiter_nominal,limiter,8,1000,0.5,2.08,0,0,6.826597999929137e-7
limiter_nominal,limiter,8,1000,0.5,2.09,0,0,6.69142230272909e-7
limiter_nominal,limiter,8,1000,0.5,2.1,0,0,6.558923263670289e-7
limiter_nominal,limiter,8,1000,0.5,2.11,0,0,6.429047881370432e-7
limiter_nominal,limiter,8,1000,0.5,2.12,0,0,6.301744203944904e-7
limiter_nominal,limiter,8,1000,0.5,2.13,0,0,6.176961308225331e-7
limiter_nominal,limiter,8,1000,0.5,2.14,0,0,6.054649279389628e-7
limiter_nominal,limiter,8,1000,0.5,2.15,0,0,5.934759190995417e-7
limiter_nominal,limiter,8,1000,0.5,2.16,0,0,5.817243085408782e-7
limiter_nominal,limiter,8,1000,0.5,2.17,0,0,5.702053954620584e-7
limiter_nominal,limiter,8,1000,0.5,2.18,0,0,5.589145721442635e-7
limiter_nominal,limiter,8,1000,0.5,2.19,0,0,5.478473221076198e-7
limiter_nominal,limiter,8,1000,0.5,2.2,0,0,5.369992183045477e-7
limiter_nominal,limiter,8,1000,0.5,2.21,0,0,5.263659213488824e-7
limiter_nominal,limiter,8,1000,0.5,2.22,0,0,5.159431777800625e-7
limiter_nominal,limiter,8,1000,0.5,2.23,0,0,5.057268183616889e-7
limiter_nominal,limiter,8,1000,0.5,2.24,0,0,4.957127564137741e-7
limiter_nominal,limiter,8,1000,0.5,2.25,0,0,4.858969861780161e-7
limiter_nominal,limiter,8,1000,0.5,2.2600000000000002,0,0,4.7627558121544223e-7
limiter_nominal,limiter,8,1000,0.5,2.27,0,0,4.6684469283578026e-7
limiter_nominal,limiter,8,1000,0.5,2.2800000000000002,0,0,4.5760054855793155e-7
limiter_nominal,limiter,8,1000,0.5,2.29,0,0,4.48539450600928e-7
limiter_nominal,limiter,8,1000,0.5,2.3000000000000003,0,0,4.3965777440477056e-7
limiter_nominal,limiter,8,1000,0.5,2.31,0,0,4.309519671805568e-7
limiter_nominal,limiter,8,1000,0.5,2.32,0,0,4.2241854648931814e-7
limiter_nominal,limiter,8,1000,0.5,2.33,0,0,4.1405409884899756e-7
limiter_nominal,limiter,8,1000,0.5,2.34,0,0,4.0585527836901163e-7
limiter_nominal,limiter,8,1000,0.5,2.35,0,0,3.978188054118491e-7
limiter_nominal,limiter,8,1000,0.5,2.36,0,0,3.899414652811727e-7
limiter_nominal,limiter,8,1000,0.5,2.37,0,0,3.822201069358977e-7
limiter_nominal,limiter,8,1000,0.5,2.38,0,0,3.7465164172973313e-7
limiter_nominal,limiter,8,1000,0.5,2.39,0,0,3.672330421756822e-7
limiter_nominal,limiter,8,1000,0.5,2.4,0,0,3.599613407350075e-7
limiter_nominal,limiter,8,1000,0.5,2.41,0,0,3.5283362863017525e-7
limiter_nominal,limiter,8,1000,0.5,2.42,0,0,3.458470546813063e-7
limiter_nominal,limiter,8,1000,0.5,2.43,0,0,3.389988241656654e-7
limiter_nominal,limiter,8,1000,0.5,2.44,0,0,3.3228619769973523e-7
limiter_nominal,limiter,8,1000,0.5,2.45,0,0,3.257064901434267e-7
limiter_nominal,limiter,8,1000,0.5,2.46,0,0,3.192570695259867e-7
limiter_nominal,limiter,8,1000,0.5,2.47,0,0,3.1293535599317475e-7
limiter_nominal,limiter,8,1000,0.5,2.48,0,0,3.067388207752871e-7
limiter_nominal,limiter,8,1000,0.5,2.49,0,0,3.0066498517561505e-7
limiter_nominal,limiter,8,1000,0.5,2.5,0,0,2.947114195789331e-7
limiter_nominal,limiter,8,1000,0.5,2.5100000000000002,0,0,2.8887574247962075e-7
limiter_nominal,limiter,8,1000,0.5,2.52,0,0,2.8315561952902813e-7
limiter_nominal,limiter,8,1000,0.5,2.5300000000000002,0,0,2.7754876260170574e-7
limiter_nominal,limiter,8,1000,0.5,2.54,0,0,2.720529288801236e-7
limiter_nominal,limiter,8,1000,0.5,2.5500000000000003,0,0,2.6666591995751427e-7
limiter_nominal,limiter,8,1000,0.5,2.56,0,0,2.61385580958481e-7
limiter_nominal,limiter,8,1000,0.5,2.57,0,0,2.5620979967701856e-7
limiter_nominal,limiter,8,1000,0.5,2.58,0,0,2.511365057316032e-7
limiter_nominal,limiter,8,1000,0.5,2.59,0,0,2.461636697370119e-7
limiter_nominal,limiter,8,1000,0.5,2.6,0,0,2.412893024925414e-7
limiter_nominal,limiter,8,1000,0.5,2.61,0,0,2.3651145418630148e-7
limiter_nominal,limiter,8,1000,0.5,2.62,0,0,2.3182821361526417e-7
limiter_nominal,limiter,8,1000,0.5,2.63,0,0,2.2723770742075706e-7
limiter_nominal,limiter,8,1000,0.5,2.64,0,0,2.2273809933909472e-7
limiter_nominal,limiter,8,1000,0.5,2.65,0,0,2.1832758946704892e-7
limiter_nominal,limiter,8,1000,0.5,2.66,0,0,2.1400441354186329e-7
limiter_nominal,limiter,8,1000,0.5,2.67,0,0,2.0976684223552462e-7
limiter_nominal,limiter,8,1000,0.5,2.68,0,0,2.0561318046300866e-7
limiter_nominal,limiter,8,1000,0.5,2.69,0,0,2.0154176670422358e-7
limiter_nominal,limiter,8,1000,0.5,2.7,0,0,1.9755097233937955e-7
limiter_nominal,limiter,8,1000,0.5,2.71,0,0,1.9363920099751938e-7
limiter_nominal,limiter,8,1000,0.5,2.72,0,0,1.8980488791794862e-7
limiter_nominal,limiter,8,1000,0.5,2.73,0,0,1.8604649932431069e-7
limiter_nominal,limiter,8,1000,0.5,2.74,0,0,1.8236253181105548e-7
limiter_nominal,limiter,8,1000,0.5,2.75,0,0,1.7875151174205757e-7
limiter_nominal,limiter,8,1000,0.5,2.7600000000000002,0,0,1.7521199466114175e-7
limiter_nominal,limiter,8,1000,0.5,2.77,0,0,1.7174256471428146e-7
limiter_nominal,limiter,8,1000,0.5,2.7800000000000002,0,0,1.683418340832383e-7
limiter_nominal,limiter,8,1000,0.5,2.79,0,0,1.6500844243041612e-7
limiter_nominal,limiter,8,1000,0.5,2.8000000000000003,0,0,1.6174105635470803e-7
limiter_nominal,limiter,8,1000,0.5,2.81,0,0,1.5853836885811796e-7
limiter_nominal,limiter,8,1000,0.5,2.82,0,0,1.5539909882294427e-7
limiter_nominal,limiter,8,1000,0.5,2.83,0,0,1.5232199049931536e-7
limiter_nominal,limiter,8,1000,0.5,2.84,0,0,1.4930581300287312e-7
limiter_nominal,limiter,8,1000,0.5,2.85,0,0,1.4634935982240273e-7
limiter_nominal,limiter,8,1000,0.5,2.86,0,0,1.4345144833721214e-7
limiter_nominal,limiter,8,1000,0.5,2.87,0,0,1.406109193440679e-7
limiter_nominal,limiter,8,1000,0.5,2.88,0,0,1.3782663659349855e-7
limiter_nominal,limiter,8,1000,0.5,2.89,0,0,1.350974863352796e-7
limiter_nominal,limiter,8,1000,0.5,2.9,0,0,1.324223768729186e-7
limiter_nominal,limiter,8,1000,0.5,2.91,0,0,1.2980023812696198e-7
limiter_nominal,limiter,8,1000,0.5,2.92,0,0,1.2723002120694905e-7
limiter_nominal,limiter,8,1000,0.5,2.93,0,0,1.2471069799184183e-7
limiter_nominal,limiter,8,1000,0.5,2.94,0,0,1.222412607187628e-7
limiter_nominal,limiter,8,1000,0.5,2.95,0,0,1.1982072157987652e-7
limiter_nominal,limiter,8,1000,0.5,2.96,0,0,1.1744811232725307e-7
limiter_nominal,limiter,8,1000,0.5,2.97,0,0,1.1512248388555625e-7
limiter_nominal,limiter,8,1000,0.5,2.98,0,0,1.1284290597240056e-7
limiter_nominal,limiter,8,1000,0.5,2.99,0,0,1.1060846672622597e-7
limiter_nominal,limiter,8,1000,0.5,3,0,0,1.0841827234154111e-7
limiter_nominal,limiter,8,1000,0.5,3.0100000000000002,0,0,1.0627144671138908e-7
limiter_nominal,limiter,8,1000,0.5,3.02,0,0,1.0416713107689312e-7
limiter_nominal,limiter,8,1000,0.5,3.0300000000000002,0,0,1.0210448368374153e-7
limiter_nominal,limiter,8,1000,0.5,3.04,0,0,1.0008267944547471e-7
limiter_nominal,limiter,8,1000,0.5,3.0500000000000003,0,0,9.81009096134396e-8
limiter_nominal,limiter,8,1000,0.5,3.06,0,0,9.615838145327944e-8
limiter_nominal,limiter,8,1000,0.5,3.0700000000000003,0,0,9.425431792782944e-8
limiter_nominal,limiter,8,1000,0.5,3.08,0,0,9.238795738629153e-8
limiter_nominal,limiter,8,1000,0.5,3.09,0,0,9.055855325956403e-8
limiter_nominal,limiter,8,1000,0.5,3.1,0,0,8.876537376160383e-8
limiter_nominal,limiter,8,10000,5,0,0,0,0
limiter_nominal,limiter,8,10000,5,0.01,0,0,0
limiter_nominal,limiter,8,10000,5,0.02,0,0,0
limiter_nominal,limiter,8,10000,5,0.03,0,0,0
limiter_nominal,limiter,8,10000,5,0.04,0,0,0
limiter_nominal,limiter,8,10000,5,0.05,0,0,0
limiter_nominal,limiter,8,10000,5,0.06,0,0,0
limiter_nominal,limiter,8,10000,5,0.07,0,0,0
limiter_nominal,limiter,8,10000,5,0.08,0,0,0
limiter_nominal,limiter,8,10000,5,0.09,0,0,0
limiter_nominal,limiter,8,10000,5,0.1,8,5.616197411484305e-9,1.1231271658362744e-8
limiter_nominal,limiter,8,10000,5,0.11,8,5.616197411484305e-9,1.234205306892901e-7
limiter_nominal,limiter,8,10000,5,0.12,8,5.616197411484305e-9,2.3538563543115416e-7
limiter_nominal,limiter,8,10000,5,0.13,8,5.616197411484305e-9,3.4712703374452814e-7
limiter_nominal,limiter,8,10000,5,0.14,8,5.616197411484305e-9,4.5864517259515934e-7
