scenario,drive_v,cmd_v,sag_v,source_ohm,source_current_ua,iterations,diode,vd_v,raw_vd_v,id_ua,gd_us,rd_kohm,in_stated_range,left_path_v,right_path_v
b11_s6_s7_high_z_100k,1,0.6842063481413245,0.3157936517149442,100000,3.1579365171494422,51,D3_SSD55,0.2952601344859337,0.2952601344859337,0.7827533639396779,16.853799424620785,59.33380211818322,false,0.5905202493095567,0.5905202493095567
b11_s6_s7_high_z_100k,1,0.6842063481413245,0.3157936517149442,100000,3.1579365171494422,51,D4_OA154Q,0.29526011482362297,0.29526011482362297,0.7827530381520214,16.853793532294276,59.33382286212639,false,0.5905202493095567,0.5905202493095567
b11_s6_s7_high_z_100k,1,0.6842063481413245,0.3157936517149442,100000,3.1579365171494422,51,D2_SSD55,0.2952601344859337,0.2952601344859337,0.7827533639396779,16.853799424620785,59.33380211818322,false,0.5905202493095567,0.5905202493095567
b11_s6_s7_high_z_100k,1,0.6842063481413245,0.3157936517149442,100000,3.1579365171494422,51,D1_OA154Q,0.29526011482362297,0.29526011482362297,0.7827530381520214,16.853793532294276,59.33382286212639,false,0.5905202493095567,0.5905202493095567
b11_s6_s7_high_z_100k,2,1.0724676770620318,0.9275323228165153,100000,9.275323228165153,53,D3_SSD55,0.37522024945444177,0.37522024945444177,3.500531854423077,59.309663201602824,16.86065888792596,true,0.7504404901323558,0.7504404901323558
b11_s6_s7_high_z_100k,2,1.0724676770620318,0.9275323228165153,100000,9.275323228165153,53,D4_OA154Q,0.3752202406779141,0.3752202406779141,3.5005313426817577,59.30965591842022,16.860660958402608,true,0.7504404901323558,0.7504404901323558
b11_s6_s7_high_z_100k,2,1.0724676770620318,0.9275323228165153,100000,9.275323228165153,53,D2_SSD55,0.37522024945444177,0.37522024945444177,3.500531854423077,59.309663201602824,16.86065888792596,true,0.7504404901323558,0.7504404901323558
b11_s6_s7_high_z_100k,2,1.0724676770620318,0.9275323228165153,100000,9.275323228165153,53,D1_OA154Q,0.37522024067791404,0.37522024067791404,3.500531342681754,59.309655918420155,16.860660958402626,true,0.7504404901323558,0.7504404901323558
b11_s6_s7_high_z_100k,3,1.405602913890482,1.594397085988065,100000,15.943970859880649,53,D3_SSD55,0.4150761363671621,0.4150761363671621,6.5787501776201704,100.76119763791215,9.9244552808267,true,0.8301522659540768,0.8301522659540768
b11_s6_s7_high_z_100k,3,1.405602913890482,1.594397085988065,100000,15.943970859880649,53,D4_OA154Q,0.4150761295869147,0.4150761295869147,6.578749505973031,100.76118899678518,9.924456131932955,true,0.8301522659540768,0.8301522659540768
b11_s6_s7_high_z_100k,3,1.405602913890482,1.594397085988065,100000,15.943970859880649,53,D2_SSD55,0.4150761363671621,0.4150761363671621,6.5787501776201704,100.76119763791215,9.9244552808267,true,0.8301522659540768,0.8301522659540768
b11_s6_s7_high_z_100k,3,1.405602913890482,1.594397085988065,100000,15.943970859880649,53,D1_OA154Q,0.4150761295869147,0.4150761295869147,6.578749505973031,100.76118899678518,9.924456131932955,true,0.8301522659540768,0.8301522659540768
b11_s6_s7_high_z_100k,5,2.028159567257569,2.9718404325845422,100000,29.718404325845423,54,D3_SSD55,0.4629861069040502,0.4629861069040502,13.021007956646079,178.79457482967516,5.593010867094982,true,0.9259722082850971,0.9259722082850971
b11_s6_s7_high_z_100k,5,2.028159567257569,2.9718404325845422,100000,29.718404325845423,54,D4_OA154Q,0.4629861013810469,0.4629861013810469,13.021006985841204,178.79456363217773,5.593011217372548,true,0.9259722082850971,0.9259722082850971
b11_s6_s7_high_z_100k,5,2.028159567257569,2.9718404325845422,100000,29.718404325845423,54,D2_SSD55,0.4629861069040502,0.4629861069040502,13.021007956646079,178.79457482967516,5.593010867094982,true,0.9259722082850971,0.9259722082850971
