iR15,iR18,iR16R17MaxR16,iR16R17MinR16,iR20,iR21,iR22,n38ActiveResidualAmp,n08ActiveInjectionWithoutR20MinAmp,n08ActiveInjectionWithoutR20MaxAmp,n08ActiveInjectionWithR20MinAmp,n08ActiveInjectionWithR20MaxAmp
0.00008666666666666668,0.00004411764705882353,0.00010958904109589041,0.00011764705882352942,0.00005000000000000004,0.0005799999999999999,0.0003902439024390244,0.00004254901960784315,0.00006547139403706689,0.00007352941176470588,0.00011547139403706694,0.00012352941176470593
