case,detectorScenario,status,time,ueRms,detectorAverageCurrentAmp,vCapEquivalentVolt,detectorToDriveScale,driveVolt,cmdVolt,sourceCurrentAmp,maxResidual
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0,0,0,0,1,0,0,0,0
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.01,0,0,0,1,0,0,0,0
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.02,0,0,0,1,0,0,0,0
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.03,0,0,0,1,0,0,0,0
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.04,0,0,0,1,0,0,0,0
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.05,0,0,0,1,0,0,0,0
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.06,0,0,0,1,0,0,0,0
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.07,0,0,0,1,0,0,0,0
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.08,0,0,0,1,0,0,0,0
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.09,0,0,0,1,0,0,0,0
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.1,12,0.000039258744684128716,0.00007850963814276524,1,0.00007850963814276524,0.0000766402394894714,1.86927413389033e-10,1.245194035094611e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.11,12,0.000039258744684128716,0.0008627430177582385,1,0.0008627430177582385,0.0008422013764517062,2.054149698662829e-9,1.4431990400919775e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.12,12,0.000039258744684128716,0.00164540949803621,1,0.00164540949803621,0.0016062329408139916,3.917641319066195e-9,1.440315564298772e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.13,12,0.000039258744684128716,0.0024265122096434055,1,0.0024265122096434055,0.0023687379690916417,5.777409680798265e-9,1.437437812008835e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.14,12,0.000039258744684128716,0.0032060542769919986,1,0.0032060542769919986,0.003129719511303546,7.633462223187187e-9,1.4345658081588164e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.15,12,0.000039258744684128716,0.003984038818251212,1,0.003984038818251212,0.003889180611370061,9.48580637111971e-9,1.4316995419066947e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.16,12,0.000039258744684128716,0.00476046894536003,1,0.00476046894536003,0.004647124307122067,1.1334449535406206e-8,1.428839008915661e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.17,12,0.000039258744684128716,0.005535347764040244,1,0.005535347764040244,0.005403553630309552,1.3179399113227331e-8,1.4259841831648634e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.18,12,0.000039258744684128716,0.006308678373808108,1,0.006308678373808108,0.006158471606608625,1.502066248859754e-8,1.423135073327919e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.19,12,0.000039258744684128716,0.007080463867987108,1,0.007080463867987108,0.0069118812556305635,1.6858247032737993e-8,1.4202916447103586e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.2,12,0.000039258744684128716,0.007850707333720175,1,0.007850707333720175,0.00766378559093308,1.869216010417056e-8,1.417453897312182e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.21,12,0.000039258744684128716,0.008619411851982173,1,0.008619411851982173,0.008414187620036559,2.052240904834319e-8,1.4146218224597717e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.22,12,0.000039258744684128716,0.009386580497592278,1,0.009386580497592278,0.009163090344445754,2.234900119669845e-8,1.4117954028058932e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.23,12,0.000039258744684128716,0.010152216339226083,1,0.010152216339226083,0.009910496759675322,2.4171943865329734e-8,1.4089746383505464e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.24,12,0.000039258744684128716,0.010916322439427861,1,0.010916322439427861,0.010656409855275507,2.599124435364048e-8,1.4061594943992617e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.25,12,0.000039258744684128716,0.01167890185462317,1,0.01167890185462317,0.011400832614853602,2.780690994345688e-8,1.403349988299274e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.26,12,0.000039258744684128716,0.012439957635130672,1,0.012439957635130672,0.012143768016087573,2.961894789884883e-8,1.4005461027033483e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.27,12,0.000039258744684128716,0.01319949282517452,1,0.01319949282517452,0.01288521903073395,3.1427365466578895e-8,1.3977478029170154e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.28,12,0.000039258744684128716,0.013957510462896394,1,0.013957510462896394,0.013625188624631942,3.32321698768942e-8,1.3949551062875098e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.29,12,0.000039258744684128716,0.014714013580368113,1,0.014714013580368113,0.014363679757707654,3.503336834436606e-8,1.3921679781203622e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.3,12,0.000039258744684128716,0.015469005203602781,1,0.015469005203602781,0.015100695383978189,3.683096806859493e-8,1.3893864357628072e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.31,12,0.000039258744684128716,0.016222488352568065,1,0.016222488352568065,0.015836238451559764,3.8624976234725994e-8,1.3866104098259058e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.32,12,0.000039258744684128716,0.016974466041197622,1,0.016974466041197622,0.01657031190267568,4.0415400013794206e-8,1.3838399870458318e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.33,12,0.000039258744684128716,0.017724941277403206,1,0.017724941277403206,0.017302918673666727,4.2202246562897044e-8,1.3810750806864114e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.34,12,0.000039258744684128716,0.018473917063086653,1,0.018473917063086653,0.018034061695001505,4.398552302535795e-8,1.3783156907476446e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.35000000000000003,12,0.000039258744684128716,0.019221396394152213,1,0.019221396394152213,0.018763743891288216,4.576523653078146e-8,1.3755618172295314e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.36,12,0.000039258744684128716,0.019967382260518196,1,0.019967382260518196,0.01949196818128577,4.75413941951084e-8,1.3728134254376023e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.37,12,0.000039258744684128716,0.020711877646128918,1,0.020711877646128918,0.02021873747791478,4.9314003120708506e-8,1.3700705153718573e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.38,12,0.000039258744684128716,0.021454885528967127,1,0.021454885528967127,0.020944054688269532,5.1083070396427954e-8,1.3673331564212354e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.39,12,0.000039258744684128716,0.02219640888106522,1,0.02219640888106522,0.021667922713627857,5.2848603097724323e-8,1.3646012098078586e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.4,12,0.000039258744684128716,0.022936450668517627,1,0.022936450668517627,0.02239034444946226,5.4610608286789764e-8,1.3618747102261963e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.41000000000000003,12,0.000039258744684128716,0.02367501385149251,1,0.02367501385149251,0.023111322877471495,5.6369093237149115e-8,4.164952410734557e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.42,12,0.000039258744684128716,0.02441210138424349,1,0.02441210138424349,0.023830860605483572,5.812406431161231e-8,1.356437948074607e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.43,12,0.000039258744684128716,0.02514771621512174,1,0.02514771621512174,0.024548960787679784,5.9875529206916e-8,1.353727963060436e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.44,12,0.000039258744684128716,0.02588186128658765,1,0.02588186128658765,0.02526562620439077,6.162349470945558e-8,1.3510232169111625e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.45,12,0.000039258744684128716,0.026614539535222193,1,0.026614539535222193,0.025980859722212788,6.336796781770196e-8,1.3483238484046645e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.46,12,0.000039258744684128716,0.027345753891739655,1,0.027345753891739655,0.02669466420199809,6.510895551785772e-8,1.3456298922354115e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.47000000000000003,12,0.000039258744684128716,0.028075507280998335,1,0.028075507280998335,0.027407042498863818,6.684646478403861e-8,1.342941313708934e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.48,12,0.000039258744684128716,0.02880380262201282,1,0.02880380262201282,0.028117997462204548,6.858050257824572e-8,1.3402581475197017e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.49,12,0.000039258744684128716,0.029530642827965303,1,0.029530642827965303,0.02882753193570347,7.031107585038047e-8,1.3375802895843059e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.5,12,0.000039258744684128716,0.03025603080621775,1,0.03025603080621775,0.029535648757344903,7.203819153820643e-8,1.3349078092916855e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.51,12,0.000039258744684128716,0.030979969458322876,1,0.030979969458322876,0.030242350759427272,7.376185656715362e-8,1.3322406719473712e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.52,12,0.000039258744684128716,0.03170246168003632,1,0.03170246168003632,0.030947640814002867,7.54820779610827e-8,8.64226260000045e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.53,12,0.000039258744684128716,0.03242351036132807,1,0.03242351036132807,0.03165152160575611,7.719886228797351e-8,1.326922252631313e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.54,12,0.000039258744684128716,0.0331431183863935,1,0.0331431183863935,0.032353996086285045,7.891221676813374e-8,1.324271178826386e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.55,12,0.000039258744684128716,0.03386128863366589,1,0.03386128863366589,0.03305506706500228,8.062214827579614e-8,8.590564370969389e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.56,12,0.000039258744684128716,0.0345780239758271,1,0.0345780239758271,0.033754737255566734,8.232866345263684e-8,8.573399629119294e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.5700000000000001,12,0.000039258744684128716,0.0352933272798196,1,0.0352933272798196,0.034453009501674334,8.403176925825609e-8,8.556270275628108e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.58,12,0.000039258744684128716,0.03600720140685748,1,0.03600720140685748,0.03514988659617411,8.573147252916302e-8,8.539174228827662e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.59,12,0.000039258744684128716,0.036719649212438144,1,0.036719649212438144,0.0358453713263262,8.742778008908047e-8,8.522113570386125e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.6,12,0.000039258744684128716,0.03743067354635382,1,0.03743067354635382,0.03653946647381183,8.91206987491129e-8,8.505086218635327e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.61,12,0.000039258744684128716,0.03814027725270275,1,0.03814027725270275,0.03723217484374503,9.081023537851132e-8,5.5172602597686193e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.62,12,0.000039258744684128716,0.03884846316990076,1,0.03884846316990076,0.03792349911967814,9.249639655112829e-8,8.471133516874119e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.63,12,0.000039258744684128716,0.039555234130692396,1,0.039555234130692396,0.03861344218250478,9.41791893235261e-8,5.4952355166282274e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.64,12,0.000039258744684128716,0.0402605929621625,1,0.0402605929621625,0.03930200667603655,9.585862017527924e-8,8.437316123544036e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.65,12,0.000039258744684128716,0.040964542485747324,1,0.040964542485747324,0.03998919544087067,9.753469606720647e-8,8.420458774693884e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.66,12,0.000039258744684128716,0.04166708551724585,1,0.04166708551724585,0.040675011152372924,9.920742355862336e-8,1.2928669246292657e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.67,12,0.000039258744684128716,0.04236822486683123,1,0.04236822486683123,0.04135945671463241,1.0087680976843191e-7,5.451449708315792e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.68,12,0.000039258744684128716,0.043067963339061655,1,0.043067963339061655,0.04204253464658456,1.0254286087762188e-7,8.37008726217725e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.6900000000000001,12,0.000039258744684128716,0.04376630373289209,1,0.04376630373289209,0.042724247877287826,1.0420558406929805e-7,1.4911280543650207e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.7000000000000001,12,0.000039258744684128716,0.044463248841685066,1,0.044463248841685066,0.04340459897748068,1.0586498565413882e-7,7.662995238355563e-12
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.71,12,0.000039258744684128716,0.045158801453221764,1,0.045158801453221764,0.04408359067584017,1.0752107233014882e-7,5.408010844698552e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.72,12,0.000039258744684128716,0.0458529643497137,1,0.0458529643497137,0.044761225713691795,1.0917385082773872e-7,1.2774451635388928e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.73,12,0.000039258744684128716,0.04654574030781333,1,0.04654574030781333,0.045437506971754374,1.108233282194726e-7,5.386423251874106e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.74,12,0.000039258744684128716,0.04723713209862551,1,0.04723713209862551,0.046112436938634926,1.124695106233982e-7,5.375660333539756e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.75,12,0.000039258744684128716,0.04792714248771829,1,0.04792714248771829,0.04678601831399436,1.1411240467435884e-7,1.2698034290714588e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.76,12,0.000039258744684128716,0.04861577423513397,1,0.04861577423513397,0.047458253934963425,1.1575201734438934e-7,1.2672665000712513e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.77,12,0.000039258744684128716,0.04930303009540071,1,0.04930303009540071,0.04812914652736164,1.1738835533644798e-7,1.467459487258793e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.78,12,0.000039258744684128716,0.04998891281754275,1,0.04998891281754275,0.04879869844679912,1.1902142445228969e-7,1.2622073525259125e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.79,12,0.000039258744684128716,0.05067342514509193,1,0.05067342514509193,0.04946691274136078,1.20651232185158e-7,8.187957256655665e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.8,12,0.000039258744684128716,0.05135656981609843,1,0.05135656981609843,0.05013379184505597,1.2227778453255885e-7,1.2571687441065293e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.81,12,0.000039258744684128716,0.052038349563141906,1,0.052038349563141906,0.05079933855390394,1.2390108837722625e-7,1.254657003291193e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.8200000000000001,12,0.000039258744684128716,0.05271876711334206,1,0.05271876711334206,0.051463555486413924,1.2552115017131145e-7,1.2521501890905284e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.8300000000000001,12,0.000039258744684128716,0.05339782518837016,1,0.05339782518837016,0.0521264453692429,1.2713797663296207e-7,5.2797641258983674e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.84,12,0.000039258744684128716,0.054075526504459404,1,0.054075526504459404,0.052788010641920485,1.2875157378237704e-7,1.2471514793110927e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.85,12,0.000039258744684128716,0.05475187377241597,1,0.05475187377241597,0.053448254203872246,1.3036194876408363e-7,8.090288855511218e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.86,12,0.000039258744684128716,0.05542686969762989,1,0.05542686969762989,0.054107178497316354,1.3196910760962451e-7,1.2421728923239783e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.87,12,0.000039258744684128716,0.05610051698008561,1,0.05610051698008561,0.054764786284773034,1.335730571343466e-7,1.2396911275303069e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.88,12,0.000039258744684128716,0.05677281831437325,1,0.05677281831437325,0.05542108022311568,1.3517380389852714e-7,5.227229760151886e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.89,12,0.000039258744684128716,0.05744377638969905,1,0.05744377638969905,0.05607606272747384,1.3677135387510016e-7,1.234742100231223e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.9,12,0.000039258744684128716,0.058113393889896225,1,0.058113393889896225,0.05672973662619063,1.383657140478077e-7,1.232275184670506e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.91,12,0.000039258744684128716,0.05878167349343549,1,0.05878167349343549,0.05738210446336153,1.399568907092648e-7,1.2298131263355216e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.92,12,0.000039258744684128716,0.05944861787343636,1,0.05944861787343636,0.05803316884757608,1.415448903124686e-7,1.22735592522627e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.93,12,0.000039258744684128716,0.06011422969767721,1,0.06011422969767721,0.05868293238218763,1.4312971929992118e-7,1.2249037201206292e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.9400000000000001,12,0.000039258744684128716,0.06077851162860615,1,0.06077851162860615,0.059331397665317635,1.447113841042881e-7,1.222456302851782e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.9500000000000001,12,0.000039258744684128716,0.0614414663233519,1,0.0614414663233519,0.05997856728986825,1.4628989114822618e-7,1.2200138815865458e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.96,12,0.000039258744684128716,0.06210309643373402,1,0.06210309643373402,0.060624443843533125,1.4786524684432673e-7,1.2175762481581032e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.97,12,0.000039258744684128716,0.06276340460627383,1,0.06276340460627383,0.061269029950321005,1.4943745769684935e-7,7.898433296293916e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.98,12,0.000039258744684128716,0.06342239348220502,1,0.06342239348220502,0.06191232806298547,1.5100652979479905e-7,1.2127156223673552e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,0.99,12,0.000039258744684128716,0.06408006569748387,1,0.06408006569748387,0.06255434087820427,1.5257246982503246e-7,1.2102926993939889e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1,12,0.000039258744684128716,0.0647364238828001,1,0.0647364238828001,0.06319507092141369,1.5413528405989613e-7,1.2078744948684772e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1.01,12,0.000039258744684128716,0.06539147066358736,1,0.06539147066358736,0.0638345206910462,1.556949787085593e-7,1.8545556756954795e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1.02,12,0.000039258744684128716,0.0660452086600336,1,0.0660452086600336,0.0644726928706036,1.5725156043449596e-7,1.8508504451286711e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1.03,12,0.000039258744684128716,0.06669764048709181,1,0.06669764048709181,0.06510959001121262,1.5880503558142885e-7,1.2006490246463386e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1.04,12,0.000039258744684128716,0.06734876875449003,1,0.06734876875449003,0.06574521446992088,1.6035541002229898e-7,1.8434616333440346e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1.05,12,0.000039258744684128716,0.06799859606674219,1,0.06799859606674219,0.06637956897731653,1.6190269054477957e-7,1.8397786072377187e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1.06,12,0.000039258744684128716,0.06864712502315856,1,0.06864712502315856,0.06701265600644106,1.6344688331072222e-7,1.836102797581063e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1.07,12,0.000039258744684128716,0.06929435821785573,1,0.06929435821785573,0.06764447808834326,1.649879946269056e-7,1.832434204374067e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1.08,12,0.000039258744684128716,0.06994029823976738,1,0.06994029823976738,0.06827503774898369,1.6652603079063966e-7,1.8287729663946095e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1.09,12,0.000039258744684128716,0.07058494767265427,1,0.07058494767265427,0.06890433757159943,1.6806099824221016e-7,1.1863274251844302e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1.1,0,0,0.0711497994569725,1,0.0711497994569725,0.06945573965995853,1.6940596370942223e-7,1.5991974411377896e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1.11,0,0,0.07100764206283851,1,0.07100764206283851,0.06931696747028286,1.6906747391092076e-7,1.4655356095349958e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1.12,0,0,0.07086576869936742,1,0.07086576869936742,0.0691784721966551,1.6872965977820092e-7,9.506968823291828e-11
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1.1300000000000001,0,0,0.07072417879906565,1,0.07072417879906565,0.06904025373450633,1.6839252105280978e-7,1.459687787308539e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1.1400000000000001,0,0,0.07058287179557336,1,0.07058287179557336,0.06890231138107214,1.680560560178415e-7,1.456771925312239e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1.1500000000000001,0,0,0.07044184712366236,1,0.07044184712366236,0.06876464463458891,1.6772026344595707e-7,1.453861198097428e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1.16,0,0,0.07030110421923376,1,0.07030110421923376,0.06862725294441682,1.673851419912581e-7,1.4509564383313744e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1.17,0,0,0.0701606425193158,1,0.0701606425193158,0.06849013576101964,1.670506903101901e-7,1.4480575072362e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1.18,0,0,0.07002046146206144,1,0.07002046146206144,0.06835329253595598,1.6671690706218657e-7,1.4451641272561488e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1.19,0,0,0.06988056048674629,1,0.06988056048674629,0.06821672272188203,1.663837909091928e-7,1.442276714724855e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1.2,0,0,0.06974093903376624,1,0.06974093903376624,0.0680804257725462,1.6605134051595612e-7,1.4393951308644404e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1.21,0,0,0.06960159654463535,1,0.06960159654463535,0.06794440114278905,1.65719554549823e-7,1.436519236897027e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1.22,0,0,0.06946253246198343,1,0.06946253246198343,0.06780864828853948,1.6538843168088513e-7,1.4336490328226148e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1.23,0,0,0.06932374622955399,1,0.06932374622955399,0.06767316666681314,1.650579705819305e-7,1.4307845186412038e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1.24,0,0,0.06918523729220191,1,0.06918523729220191,0.06753795573570869,1.6472816992858242e-7,1.4279259719085502e-10
limiter_nominal_12vrms_scale1_r10k,limiter_nominal,BOUNDED_QUASI_STATIC,1.25,0,0,0.06904700509589123,1,0.06904700509589123,0.06740301495441058,1.6439902839879421e-7,1.4250728375131416e-10
