iR15,iR11,iR16IfBottomRef,iR13,iR12,iR9,iR17,iR7R8Low,iR7R8High,n9PassiveDemandIfR16BottomRefAmp,n9ShortfallIfR16BottomRefAndTs2CollectorOnlyAmp,n05DemandLowAmp,n05DemandHighAmp,n05DemandLowWithR17Amp,n05DemandHighWithR17Amp,n05ActiveDeficitAfterR13LowAmp,n05ActiveDeficitAfterR13HighAmp
0.005833333333333334,0.00115,0.0075,0.000038636363636363636,0.004166666666666667,0.00000892857142857143,0.00007352941176470588,0.000423728813559322,0.0007352941176470588,0.007538636363636364,0.00170530303030303,0.00459932405165456,0.004910889355742297,0.004672853463419266,0.004984418767507002,0.004560687688018196,0.004872252992105933
