scenario,drive_v,cmd_dc_v,sag_v,source_ohm,source_current_ua,frequency_hz,command_model,all_diodes_in_range,any_diode_out_of_range,left_path_v,right_path_v,VNA_mag,VNA_db,VNB_mag,VNB_db,VCMD_NODE_mag,input_impedance_mag
b11_s6_s7_delivery_linear_r10k,8,6.588208595514073,1.4117914043319866,10000,141.17914043319865,1000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,1.1998639611684094,1.1998639611684094,0.19583828787660265,-14.16204792706669,0.1958238906316518,-14.162686502286121,0.0652746302105506,6969.417930546389
b11_s6_s7_delivery_linear_r10k,8,6.588208595514073,1.4117914043319866,10000,141.17914043319865,5000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,1.1998639611684094,1.1998639611684094,0.19593771123730938,-14.157639385660193,0.1959371349055958,-14.157664934397031,0.06531237830186527,6964.860436857147
b11_s6_s7_delivery_linear_r10k,8,6.588208595514073,1.4117914043319866,10000,141.17914043319865,15000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,1.1998639611684094,1.1998639611684094,0.1959413976124662,-14.15747597073424,0.19594133357378868,-14.157478809506356,0.06531377785792956,6964.691583479303
b11_s6_s7_delivery_linear_r10k,8,6.588208595514073,1.4117914043319866,10000,141.17914043319865,20000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,1.1998639611684094,1.1998639611684094,0.195941599219416,-14.157467033700836,0.19594156319760392,-14.157468630510877,0.06531385439920129,6964.682349192058
b11_s6_s7_delivery_linear_r10k,12,9.78258609145529,2.2174139084112934,10000,221.74139084112934,40,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,1.29118925034678,1.29118925034678,0.12167638759314328,-18.295873847551608,0.11280148162563686,-18.953703918824374,0.03760049387521228,9181.777600697125
b11_s6_s7_delivery_linear_r10k,12,9.78258609145529,2.2174139084112934,10000,221.74139084112934,100,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,1.29118925034678,1.29118925034678,0.13839039681492046,-17.177880907843726,0.13632237521621918,-17.30865711141976,0.04544079173873972,7032.325401262753
b11_s6_s7_delivery_linear_r10k,12,9.78258609145529,2.2174139084112934,10000,221.74139084112934,1000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,1.29118925034678,1.29118925034678,0.14409130820869526,-16.827244313053974,0.14406856707399887,-16.82861526719139,0.04802285569133295,6548.3239313013955
b11_s6_s7_delivery_linear_r10k,12,9.78258609145529,2.2174139084112934,10000,221.74139084112934,5000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,1.29118925034678,1.29118925034678,0.14415387617005893,-16.82347350649573,0.14415296563338525,-16.823528370410923,0.04805098854446175,6543.4551988562425
b11_s6_s7_delivery_linear_r10k,12,9.78258609145529,2.2174139084112934,10000,221.74139084112934,15000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,1.29118925034678,1.29118925034678,0.14415619655519274,-16.823333694459336,0.14415609538077917,-16.823339790555927,0.04805203179359305,6543.27480581306
b11_s6_s7_delivery_linear_r10k,12,9.78258609145529,2.2174139084112934,10000,221.74139084112934,20000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,1.29118925034678,1.29118925034678,0.14415632345755294,-16.82332604817401,0.14415626654683233,-16.823329477231606,0.04805208884894411,6543.264940424991
b11_s7_detector_r31_51k,0,0,0,51000,0,40,B11/S6/S7 finite small-signal output impedance 51000 Ohm,false,true,0,0,0.9108876176187325,-0.8107040315334935,0.9108834884485978,-0.8107434058719791,0.6542965902940632,65941.5522108018
b11_s7_detector_r31_51k,0,0,0,51000,0,100,B11/S6/S7 finite small-signal output impedance 51000 Ohm,false,true,0,0,0.9141025063955055,-0.7801020051102819,0.9141018433927368,-0.7801083050284275,0.6566083663806982,65709.38626330283
b11_s7_detector_r31_51k,0,0,0,51000,0,1000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,false,true,0,0,0.9147125715205132,-0.7743070413565472,0.9147125648860535,-0.7743071043557748,0.6570470536505455,65665.51441104649
b11_s7_detector_r31_51k,0,0,0,51000,0,5000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,false,true,0,0,0.9147184932931828,-0.7742508098156502,0.9147184930278026,-0.7742508123356198,0.6570513118932103,65665.08884352991
b11_s7_detector_r31_51k,0,0,0,51000,0,15000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,false,true,0,0,0.914718712620301,-0.7742487271520446,0.9147187125908142,-0.7742487274320429,0.6570514696074863,65665.07308171752
b11_s7_detector_r31_51k,0,0,0,51000,0,20000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,false,true,0,0,0.9147187246147647,-0.7742486132562804,0.9147187245981784,-0.7742486134137787,0.6570514782324944,65665.07221974278
b11_s7_detector_r31_51k,0.5,0.4377561006080548,0.062243899248213996,51000,1.2204686127100783,40,B11/S6/S7 finite small-signal output impedance 51000 Ohm,false,true,0.4102149349450327,0.4102149349450327,0.8983278776084833,-0.9313024549227077,0.898322070969513,-0.9313585992209382,0.6452736002738755,58167.65117620136
b11_s7_detector_r31_51k,0.5,0.4377561006080548,0.062243899248213996,51000,1.2204686127100783,100,B11/S6/S7 finite small-signal output impedance 51000 Ohm,false,true,0.4102149349450327,0.4102149349450327,0.902417757408958,-0.8918473481356113,0.9024168240750201,-0.8918563316021997,0.6482149018003668,57903.561944645655
b11_s7_detector_r31_51k,0.5,0.4377561006080548,0.062243899248213996,51000,1.2204686127100783,1000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,false,true,0.4102149349450327,0.4102149349450327,0.9031952862147435,-0.8843667532886056,0.9031952768732833,-0.8843668431239875,0.6487740721202456,57853.627091766146
b11_s7_detector_r31_51k,0.5,0.4377561006080548,0.062243899248213996,51000,1.2204686127100783,5000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,false,true,0.4102149349450327,0.4102149349450327,0.9032028357543096,-0.8842941508354789,0.903202835380648,-0.8842941544288941,0.6487795014706065,57853.1426638974
b11_s7_detector_r31_51k,0.5,0.4377561006080548,0.062243899248213996,51000,1.2204686127100783,15000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,false,true,0.4102149349450327,0.4102149349450327,0.9032031153705254,-0.8842914618323892,0.9032031153290074,-0.8842914622316579,0.6487797025602731,57853.12472204779
b11_s7_detector_r31_51k,0.5,0.4377561006080548,0.062243899248213996,51000,1.2204686127100783,20000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,false,true,0.4102149349450327,0.4102149349450327,0.9032031306620532,-0.8842913147774039,0.9032031306386994,-0.8842913150019913,0.6487797135573756,57853.123740853174
b11_s7_detector_r31_51k,1,0.7776761445924518,0.22232385526381693,51000,4.359291279682685,40,B11/S6/S7 finite small-signal output impedance 51000 Ohm,false,true,0.64000866944388,0.64000866944388,0.7908094557439005,-2.038562928976944,0.7907462695499219,-2.0392569649809396,0.5680008415076904,29857.34922289439
b11_s7_detector_r31_51k,1,0.7776761445924518,0.22232385526381693,51000,4.359291279682685,100,B11/S6/S7 finite small-signal output impedance 51000 Ohm,false,true,0.64000866944388,0.64000866944388,0.8053822762365368,-1.8799586397757737,0.8053719720670893,-1.8800697689299923,0.5785066278228388,29310.374272522567
b11_s7_detector_r31_51k,1,0.7776761445924518,0.22232385526381693,51000,4.359291279682685,1000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,false,true,0.64000866944388,0.64000866944388,0.8082233101466114,-1.849372562597489,0.8082232067261274,-1.8493736740464628,0.5805546977891901,29206.07855770749
b11_s7_detector_r31_51k,1,0.7776761445924518,0.22232385526381693,51000,4.359291279682685,5000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,false,true,0.64000866944388,0.64000866944388,0.8082510094932033,-1.8490748857774573,0.8082510053562362,-1.8490749302354774,0.5805746658192682,29205.06537587985
b11_s7_detector_r31_51k,1,0.7776761445924518,0.22232385526381693,51000,4.359291279682685,15000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,false,true,0.64000866944388,0.64000866944388,0.8082520354505587,-1.8490638603081389,0.8082520349908949,-1.8490638652479205,0.5805754054159951,29205.027849949467
b11_s7_detector_r31_51k,1,0.7776761445924518,0.22232385526381693,51000,4.359291279682685,20000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,false,true,0.64000866944388,0.64000866944388,0.8082520915577253,-1.8490632573518597,0.8082520912991645,-1.8490632601304855,0.5805754458627802,29205.025797749244
b11_s7_detector_r31_51k,2,1.2993880953853643,0.7006119044931829,51000,13.737488323395743,40,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,0.8079892472621968,0.8079892472621968,0.5842503677977701,-4.66802011076463,0.5838070552257238,-4.674613218577558,0.41935436361284384,16481.859228668352
b11_s7_detector_r31_51k,2,1.2993880953853643,0.7006119044931829,51000,13.737488323395743,100,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,0.8079892472621968,0.8079892472621968,0.6233832569680947,-4.104897326522521,0.6233072958253858,-4.105955793038834,0.447727775874573,15420.023566468104
b11_s7_detector_r31_51k,2,1.2993880953853643,0.7006119044931829,51000,13.737488323395743,1000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,0.8079892472621968,0.8079892472621968,0.6317194757371695,-3.9895146744032757,0.6317187054297957,-3.9895252658274316,0.453769774322811,15211.471908933336
b11_s7_detector_r31_51k,2,1.2993880953853643,0.7006119044931829,51000,13.737488323395743,5000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,0.8079892472621968,0.8079892472621968,0.6318020129454487,-3.9883798949957416,0.6318019821289192,-3.988380318655329,0.4538295927968293,15209.435566071683
b11_s7_detector_r31_51k,2,1.2993880953853643,0.7006119044931829,51000,13.737488323395743,15000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,0.8079892472621968,0.8079892472621968,0.6318050705211931,-3.988337860148322,0.6318050670971168,-3.98833790722162,0.4538318087599007,15209.36014072084
b11_s7_detector_r31_51k,2,1.2993880953853643,0.7006119044931829,51000,13.737488323395743,20000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,0.8079892472621968,0.8079892472621968,0.6318052377336887,-3.9883355613552944,0.6318052358076452,-3.9883355878340248,0.4538319299463368,15209.356015885984
b11_s7_detector_r31_51k,3,1.775808805945244,1.224191193933303,51000,24.003748900652997,40,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,0.8924474488969631,0.8924474488969634,0.4598792658092225,-6.747123413112988,0.4589225394439879,-6.765212238315855,0.32964858467103353,13330.53090362035
b11_s7_detector_r31_51k,3,1.775808805945244,1.224191193933303,51000,24.003748900652997,100,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,0.8924474488969631,0.8924474488969634,0.5097167351194697,-5.853422146718024,0.5095456396026282,-5.856338209996071,0.3660116566159724,11974.661452568322
b11_s7_detector_r31_51k,3,1.775808805945244,1.224191193933303,51000,24.003748900652997,1000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,0.8924474488969631,0.8924474488969634,0.5211890792306161,-5.660093857637669,0.5211873269803193,-5.660123059857915,0.3743739954365674,11701.366393787073
b11_s7_detector_r31_51k,3,1.775808805945244,1.224191193933303,51000,24.003748900652997,5000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,0.8924474488969631,0.8924474488969634,0.5213043424183059,-5.6581731484784665,0.5213042723117107,-5.6581743165834295,0.37445799842108807,11698.684967794243
b11_s7_detector_r31_51k,3,1.775808805945244,1.224191193933303,51000,24.003748900652997,15000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,0.8924474488969631,0.8924474488969634,0.5213086129657432,-5.658101993591042,0.521308605176053,-5.6581021233805515,0.37446111076026356,11698.585643903752
b11_s7_detector_r31_51k,3,1.775808805945244,1.224191193933303,51000,24.003748900652997,20000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,0.8924474488969631,0.8924474488969634,0.5213088465144781,-5.658098102272096,0.5213088421327754,-5.658098175278695,0.3744612809686132,11698.58021210402
b11_s7_detector_r31_51k,5,2.6923436287199616,2.3076563711221496,51000,45.24816413964999,40,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,0.9944102128169651,0.9944102128169651,0.3265600407692362,-9.72073916817418,0.3245165078475562,-9.77526412305025,0.23310340704542773,11231.406020002118
b11_s7_detector_r31_51k,5,2.6923436287199616,2.3076563711221496,51000,45.24816413964999,100,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,0.9944102128169651,0.9944102128169651,0.3787785343010384,-8.43229281611865,0.3783907764690065,-8.441189167256638,0.2718018253509765,9566.255794069151
b11_s7_detector_r31_51k,5,2.6923436287199616,2.3076563711221496,51000,45.24816413964999,1000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,0.9944102128169651,0.9944102128169651,0.3921520200498275,-8.130910870288893,0.39214798850071664,-8.13100016670676,0.2816837663878388,9218.57769560161
b11_s7_detector_r31_51k,5,2.6923436287199616,2.3076563711221496,51000,45.24816413964999,5000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,0.9944102128169651,0.9944102128169651,0.3922893669982853,-8.127869265222365,0.39228920567319,-8.127872837208711,0.2817852040751083,9215.142003053648
b11_s7_detector_r31_51k,5,2.6923436287199616,2.3076563711221496,51000,45.24816413964999,15000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,0.9944102128169651,0.9944102128169651,0.39229445693297116,-8.127756566974968,0.3922944390077005,-8.127756963862875,0.2817889632308835,9215.01473056251
b11_s7_detector_r31_51k,5,2.6923436287199616,2.3076563711221496,51000,45.24816413964999,20000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,0.9944102128169651,0.9944102128169651,0.3922947352949812,-8.127750403694305,0.3922947252120085,-8.127750626943769,0.28178916881425964,9215.007770297418
b11_s7_detector_r31_51k,8,4.035012793122399,3.9649872067236602,51000,77.74484719066,40,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,1.0880971970634177,1.088097197063418,0.23407009952712596,-12.613081204046246,0.23046250111546704,-12.747994584096782,0.165543486716744,10194.728825934186
b11_s7_detector_r31_51k,8,4.035012793122399,3.9649872067236602,51000,77.74484719066,100,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,1.0880971970634177,1.088097197063418,0.2788786094997412,-11.091695912777952,0.27815449165661077,-11.11427845302639,0.1998011137251711,8314.341937215027
b11_s7_detector_r31_51k,8,4.035012793122399,3.9649872067236602,51000,77.74484719066,1000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,1.0880971970634177,1.088097197063418,0.2915019527404124,-10.70717063205851,0.29149430739295035,-10.707398443620416,0.20938323488789395,7909.775847585803
b11_s7_detector_r31_51k,8,4.035012793122399,3.9649872067236602,51000,77.74484719066,5000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,1.0880971970634177,1.088097197063418,0.29163437957378135,-10.703225603029123,0.2916340735909994,-10.70323471626904,0.20948363032592912,7905.751367322103
b11_s7_detector_r31_51k,8,4.035012793122399,3.9649872067236602,51000,77.74484719066,15000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,1.0880971970634177,1.088097197063418,0.2916392882954222,-10.703079405397427,0.29163925429663967,-10.70308041798284,0.20948735167786797,7905.602273129428
b11_s7_detector_r31_51k,8,4.035012793122399,3.9649872067236602,51000,77.74484719066,20000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,1.0880971970634177,1.088097197063418,0.2916395567494338,-10.703071410038302,0.29163953762509737,-10.703071979617693,0.2094875551954925,7905.594119459623
b11_s7_detector_r31_51k,12,5.802381993877804,6.1976180059887795,51000,121.5219216860545,40,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,1.170863373960361,1.170863373960361,0.17632194522590977,-15.073872631223777,0.1708307675637542,-15.34867815540089,0.12270942458804882,9655.199897363325
b11_s7_detector_r31_51k,12,5.802381993877804,6.1976180059887795,51000,121.5219216860545,100,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,1.170863373960361,1.170863373960361,0.21046156052849666,-13.536544274456963,0.20929949491083136,-13.584636394306393,0.1503418907105972,7636.938695923819
b11_s7_detector_r31_51k,12,5.802381993877804,6.1976180059887795,51000,121.5219216860545,1000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,1.170863373960361,1.170863373960361,0.22086218169152924,-13.117572843166263,0.2208497324421147,-13.118062450999151,0.1586385402048993,7193.122674467547
b11_s7_detector_r31_51k,12,5.802381993877804,6.1976180059887795,51000,121.5219216860545,5000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,1.170863373960361,1.170863373960361,0.2209732972095455,-13.11320408061549,0.22097279888822768,-13.11322366836164,0.15872694004647342,7188.684794633801
b11_s7_detector_r31_51k,12,5.802381993877804,6.1976180059887795,51000,121.5219216860545,15000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,1.170863373960361,1.170863373960361,0.22097741679564964,-13.113042151834193,0.22097736142516705,-13.113044328264564,0.15873021736173976,7188.520376072161
b11_s7_detector_r31_51k,12,5.802381993877804,6.1976180059887795,51000,121.5219216860545,20000,B11/S6/S7 finite small-signal output impedance 51000 Ohm,true,false,1.170863373960361,1.170863373960361,0.22097764209416876,-13.113033296100864,0.22097761094822782,-13.11303452034338,0.15873039659661436,7188.511384323561
b11_s6_s7_high_z_100k,0,0,0,100000,0,40,B11/S6/S7 finite small-signal output impedance 100000 Ohm,false,true,0,0,0.9406825286747594,-0.5311384412958502,0.9406807016876282,-0.5311553109872911,0.7839005847396902,97551.3736914559
b11_s6_s7_high_z_100k,0,0,0,100000,0,100,B11/S6/S7 finite small-signal output impedance 100000 Ohm,false,true,0,0,0.9421953074772648,-0.517181261174658,0.94219501468851,-0.5171839603296914,0.7851625122404251,97394.58734560145
b11_s6_s7_high_z_100k,0,0,0,100000,0,1000,B11/S6/S7 finite small-signal output impedance 100000 Ohm,false,true,0,0,0.9424813941997259,-0.5145442914332825,0.9424813912709478,-0.5145443184248428,0.7854011593924567,97364.9936270088
b11_s6_s7_high_z_100k,0,0,0,100000,0,5000,B11/S6/S7 finite small-signal output impedance 100000 Ohm,false,true,0,0,0.942484169651642,-0.5145187129617167,0.9424841695344907,-0.5145187140413775,0.7854034746120758,97364.70661358112
b11_s6_s7_high_z_100k,0,0,0,100000,0,15000,B11/S6/S7 finite small-signal output impedance 100000 Ohm,false,true,0,0,0.9424842724466214,-0.5145177656080883,0.9424842724336044,-0.5145177657280515,0.7854035603613373,97364.69598343867
b11_s6_s7_high_z_100k,0,0,0,100000,0,20000,B11/S6/S7 finite small-signal output impedance 100000 Ohm,false,true,0,0,0.9424842780682308,-0.514517713799607,0.9424842780609085,-0.5145177138670887,0.7854035650507574,97364.6954021022
b11_s6_s7_high_z_100k,0.5,0.3952321164110453,0.10476788344522353,100000,1.0476788344522354,40,B11/S6/S7 finite small-signal output impedance 100000 Ohm,false,true,0.3725627367681751,0.3725627367681751,0.9327938152011694,-0.6042868424582656,0.9327913090287786,-0.6043101791975203,0.7773260908573156,86463.62439229022
b11_s6_s7_high_z_100k,0.5,0.3952321164110453,0.10476788344522353,100000,1.0476788344522354,100,B11/S6/S7 finite small-signal output impedance 100000 Ohm,false,true,0.3725627367681751,0.3725627367681751,0.93470825717108,-0.5864784151047964,0.9347078553472605,-0.586482149102087,0.7789232127893839,86286.213059377
b11_s6_s7_high_z_100k,0.5,0.3952321164110453,0.10476788344522353,100000,1.0476788344522354,1000,B11/S6/S7 finite small-signal output impedance 100000 Ohm,false,true,0.3725627367681751,0.3725627367681751,0.9350705924854135,-0.5831120227720904,0.9350705884655924,-0.5831120601122894,0.7792254903879939,86252.71741188384
b11_s6_s7_high_z_100k,0.5,0.3952321164110453,0.10476788344522353,100000,1.0476788344522354,5000,B11/S6/S7 finite small-signal output impedance 100000 Ohm,false,true,0.3725627367681751,0.3725627367681751,0.9350741081085799,-0.5830793661388114,0.9350741079477864,-0.5830793676324197,0.7792284232898221,86252.39254184645
b11_s6_s7_high_z_100k,0.5,0.3952321164110453,0.10476788344522353,100000,1.0476788344522354,15000,B11/S6/S7 finite small-signal output impedance 100000 Ohm,false,true,0.3725627367681751,0.3725627367681751,0.9350742383176059,-0.5830781566291681,0.9350742382997399,-0.5830781567951254,0.77922853191645,86252.38050960613
b11_s6_s7_high_z_100k,0.5,0.3952321164110453,0.10476788344522353,100000,1.0476788344522354,20000,B11/S6/S7 finite small-signal output impedance 100000 Ohm,false,true,0.3725627367681751,0.3725627367681751,0.9350742454384199,-0.5830780904840415,0.9350742454283701,-0.5830780905773933,0.7792285378569754,86252.3798515902
b11_s6_s7_high_z_100k,1,0.6842063481413245,0.3157936517149442,100000,3.1579365171494422,40,B11/S6/S7 finite small-signal output impedance 100000 Ohm,false,true,0.5905202493095567,0.5905202493095567,0.856142888009168,-1.3490749332051704,0.8561135070084708,-1.3493730195551819,0.7134279225070591,42095.582584537224
b11_s6_s7_high_z_100k,1,0.6842063481413245,0.3157936517149442,100000,3.1579365171494422,100,B11/S6/S7 finite small-signal output impedance 100000 Ohm,false,true,0.5905202493095567,0.5905202493095567,0.8639784330482437,-1.2699419681314428,0.8639736864231459,-1.269989687812201,0.7199780720192884,41708.56348050586
b11_s6_s7_high_z_100k,1,0.6842063481413245,0.3157936517149442,100000,3.1579365171494422,1000,B11/S6/S7 finite small-signal output impedance 100000 Ohm,false,true,0.5905202493095567,0.5905202493095567,0.865480737775395,-1.2548518676364693,0.8654806902216153,-1.2548523448820919,0.721233908518013,41635.1770407707
b11_s6_s7_high_z_100k,1,0.6842063481413245,0.3157936517149442,100000,3.1579365171494422,5000,B11/S6/S7 finite small-signal output impedance 100000 Ohm,false,true,0.5905202493095567,0.5905202493095567,0.8654953447316371,-1.2547052747272405,0.8654953428294523,-1.2547052938170808,0.7212461190245437,41634.46477749374
b11_s6_s7_high_z_100k,1,0.6842063481413245,0.3157936517149442,100000,3.1579365171494422,15000,B11/S6/S7 finite small-signal output impedance 100000 Ohm,false,true,0.5905202493095567,0.5905202493095567,0.8654958857444911,-1.2546998452624814,0.8654958855331369,-1.2546998473835762,0.721246571277614,41634.43839713559
b11_s6_s7_high_z_100k,1,0.6842063481413245,0.3157936517149442,100000,3.1579365171494422,20000,B11/S6/S7 finite small-signal output impedance 100000 Ohm,false,true,0.5905202493095567,0.5905202493095567,0.8654959153311744,-1.2546995483382948,0.8654959152122877,-1.2546995495314104,0.7212465960102399,41634.436954461155
b11_s6_s7_high_z_100k,2,1.0724676770620318,0.9275323228165153,100000,9.275323228165153,40,B11/S6/S7 finite small-signal output impedance 100000 Ohm,true,false,0.7504404901323558,0.7504404901323558,0.6843237922638635,-3.294767207693774,0.684084957490758,-3.2977991855327984,0.570070797908965,20837.325190495874
b11_s6_s7_high_z_100k,2,1.0724676770620318,0.9275323228165153,100000,9.275323228165153,100,B11/S6/S7 finite small-signal output impedance 100000 Ohm,true,false,0.7504404901323558,0.7504404901323558,0.7120959707814712,-2.949229431418347,0.7120561207482172,-2.9497155213424024,0.5933801006235144,20005.900918924202
b11_s6_s7_high_z_100k,2,1.0724676770620318,0.9275323228165153,100000,9.275323228165153,1000,B11/S6/S7 finite small-signal output impedance 100000 Ohm,true,false,0.7504404901323558,0.7504404901323558,0.7177351118959362,-2.880716147677578,0.717734710076652,-2.880721010417155,0.5981122583972099,19845.204329622138
b11_s6_s7_high_z_100k,2,1.0724676770620318,0.9275323228165153,100000,9.275323228165153,5000,B11/S6/S7 finite small-signal output impedance 100000 Ohm,true,false,0.7504404901323558,0.7504404901323558,0.7177904724048314,-2.8800462114868646,0.7177904563307569,-2.880046405997163,0.5981587136089642,19843.639672535814
b11_s6_s7_high_z_100k,2,1.0724676770620318,0.9275323228165153,100000,9.275323228165153,15000,B11/S6/S7 finite small-signal output impedance 100000 Ohm,true,false,0.7504404901323558,0.7504404901323558,0.7177925230475428,-2.8800213969601747,0.717792521261529,-2.880021418572434,0.5981604343846078,19843.581719898022
b11_s6_s7_high_z_100k,2,1.0724676770620318,0.9275323228165153,100000,9.275323228165153,20000,B11/S6/S7 finite small-signal output impedance 100000 Ohm,true,false,0.7504404901323558,0.7504404901323558,0.7177926351925943,-2.8800200399113987,0.7177926341879615,-2.8800200520682937,0.5981605284899679,19843.578550608352
b11_s6_s7_high_z_100k,3,1.405602913890482,1.594397085988065,100000,15.943970859880649,40,B11/S6/S7 finite small-signal output impedance 100000 Ohm,true,false,0.8301522659540768,0.8301522659540768,0.564807772645657,-4.961986706763453,0.564256629486339,-4.970466593345304,0.4702138579052825,15899.494127863827
b11_s6_s7_high_z_100k,3,1.405602913890482,1.594397085988065,100000,15.943970859880649,100,B11/S6/S7 finite small-signal output impedance 100000 Ohm,true,false,0.8301522659540768,0.8301522659540768,0.6062464777200648,-4.347015432492431,0.6061513902122504,-4.348377888864837,0.5051261585102088,14779.073429900394
b11_s6_s7_high_z_100k,3,1.405602913890482,1.594397085988065,100000,15.943970859880649,1000,B11/S6/S7 finite small-signal output impedance 100000 Ohm,true,false,0.8301522659540768,0.8301522659540768,0.6151830697897624,-4.219912501780688,0.6151821040612773,-4.219926137100057,0.5126517533843977,14558.117474587083
b11_s6_s7_high_z_100k,3,1.405602913890482,1.594397085988065,100000,15.943970859880649,5000,B11/S6/S7 finite small-signal output impedance 100000 Ohm,true,false,0.8301522659540768,0.8301522659540768,0.615271750176868,-4.218660496352624,0.615271711541835,-4.218661041769576,0.5127264262848626,14555.958425980527
b11_s6_s7_high_z_100k,3,1.405602913890482,1.594397085988065,100000,15.943970859880649,15000,B11/S6/S7 finite small-signal output impedance 100000 Ohm,true,false,0.8301522659540768,0.8301522659540768,0.6152750354009348,-4.2186141184432016,0.6152750311081289,-4.2186141790451055,0.5127291925901076,14555.8784550577
b11_s6_s7_high_z_100k,3,1.405602913890482,1.594397085988065,100000,15.943970859880649,20000,B11/S6/S7 finite small-signal output impedance 100000 Ohm,true,false,0.8301522659540768,0.8301522659540768,0.6152752150632074,-4.218611582136097,0.6152752126485035,-4.218611616224664,0.512729343873753,14555.874081635222
b11_s6_s7_high_z_100k,5,2.028159567257569,2.9718404325845422,100000,29.718404325845423,40,B11/S6/S7 finite small-signal output impedance 100000 Ohm,true,false,0.9259722082850971,0.9259722082850971,0.4205505114116389,-7.523636691261797,0.4192913332954379,-7.549682286432192,0.349409444412865,12628.086020972965
b11_s6_s7_high_z_100k,5,2.028159567257569,2.9718404325845422,100000,29.718404325845423,100,B11/S6/S7 finite small-signal output impedance 100000 Ohm,true,false,0.9259722082850971,0.9259722082850971,0.47245757426687923,-6.512743683371016,0.4722286019572036,-6.5169542419692394,0.3935238349643364,11171.316890318923
b11_s6_s7_high_z_100k,5,2.028159567257569,2.9718404325845422,100000,29.718404325845423,1000,B11/S6/S7 finite small-signal output impedance 100000 Ohm,true,false,0.9259722082850971,0.9259722082850971,0.4847716777913038,-6.289255224783289,0.4847693232141335,-6.289297412988686,0.40397443601177796,10874.740481503592
b11_s6_s7_high_z_100k,5,2.028159567257569,2.9718404325845422,100000,29.718404325845423,5000,B11/S6/S7 finite small-signal output impedance 100000 Ohm,true,false,0.9259722082850971,0.9259722082850971,0.4848961405897974,-6.287025450592161,0.4848960463805172,-6.287027138152489,0.404080038650431,10871.82494499104
b11_s6_s7_high_z_100k,5,2.028159567257569,2.9718404325845422,100000,29.718404325845423,15000,B11/S6/S7 finite small-signal output impedance 100000 Ohm,true,false,0.9259722082850971,0.9259722082850971,0.48490075227400087,-6.286942842408258,0.4849007418061952,-6.2869430299150935,0.40408395150516263,10871.716947127967
