scenario,drive_v,cmd_dc_v,sag_v,source_ohm,source_current_ua,frequency_hz,command_model,all_diodes_in_range,any_diode_out_of_range,left_path_v,right_path_v,VNA_mag,VNA_db,VNB_mag,VNB_db,VCMD_NODE_mag,input_impedance_mag
b11_s6_s7_delivery_linear_r3k,0.5,0.49545188668113366,0.004548113175135149,3000,1.5160377250450496,15000,B11/S6/S7 finite small-signal output impedance 3000 Ohm,false,true,0.4588249623439046,0.45882496234390463,0.7794655423110335,-2.1640615765315303,0.7794655420711144,-2.1640615792050424,0.10166941853101495,25392.880337846622
b11_s6_s7_delivery_linear_r3k,0.5,0.49545188668113366,0.004548113175135149,3000,1.5160377250450496,20000,B11/S6/S7 finite small-signal output impedance 3000 Ohm,false,true,0.4588249623439046,0.45882496234390463,0.7794656107024289,-2.164060814419474,0.7794656105674747,-2.1640608159233223,0.10166942746532281,25392.87810610793
b11_s6_s7_delivery_linear_r3k,1,0.977355524895689,0.022644474960579752,3000,7.548158320193251,40,B11/S6/S7 finite small-signal output impedance 3000 Ohm,true,false,0.7205229073517493,0.7205229073517493,0.6132316822172831,-4.247508313903841,0.6130357891466284,-4.250283410930837,0.07996118988869066,17370.096235521876
b11_s6_s7_delivery_linear_r3k,1,0.977355524895689,0.022644474960579752,3000,7.548158320193251,100,B11/S6/S7 finite small-signal output impedance 3000 Ohm,true,false,0.7205229073517493,0.7205229073517493,0.6479492975104815,-3.769179532987117,0.6479161303784857,-3.769624156390117,0.0845107996145851,16429.737633857247
b11_s6_s7_delivery_linear_r3k,1,0.977355524895689,0.022644474960579752,3000,7.548158320193251,1000,B11/S6/S7 finite small-signal output impedance 3000 Ohm,true,false,0.7205229073517493,0.7205229073517493,0.6551923234499999,-3.672623992438586,0.655191987975992,-3.672628439821211,0.0854598245186077,16246.307312422854
b11_s6_s7_delivery_linear_r3k,1,0.977355524895689,0.022644474960579752,3000,7.548158320193251,5000,B11/S6/S7 finite small-signal output impedance 3000 Ohm,true,false,0.7205229073517493,0.7205229073517493,0.6552637689608419,-3.6716768903929435,0.6552637555403813,-3.6716770682886954,0.08546918550526716,16244.51844328488
b11_s6_s7_delivery_linear_r3k,1,0.977355524895689,0.022644474960579752,3000,7.548158320193251,15000,B11/S6/S7 finite small-signal output impedance 3000 Ohm,true,false,0.7205229073517493,0.7205229073517493,0.6552664155457787,-3.671641808492579,0.6552664140546102,-3.6716418282587764,0.08546953226799263,16244.45218508518
b11_s6_s7_delivery_linear_r3k,1,0.977355524895689,0.022644474960579752,3000,7.548158320193251,20000,B11/S6/S7 finite small-signal output impedance 3000 Ohm,true,false,0.7205229073517493,0.7205229073517493,0.6552665602818315,-3.671639889942791,0.6552665594430492,-3.671639901061275,0.08546955123170207,16244.448561581987
b11_s6_s7_delivery_linear_r3k,2,1.9183549655226844,0.08164503435586279,3000,27.21501145195426,40,B11/S6/S7 finite small-signal output impedance 3000 Ohm,true,false,0.91206478579754,0.91206478579754,0.39357279479976914,-8.099498584726545,0.3924774917998832,-8.123704891363191,0.05119271632172391,12107.316624629186
b11_s6_s7_delivery_linear_r3k,2,1.9183549655226844,0.08164503435586279,3000,27.21501145195426,100,B11/S6/S7 finite small-signal output impedance 3000 Ohm,true,false,0.91206478579754,0.91206478579754,0.44554953733283903,-7.022080059510619,0.4453491059704747,-7.025988303699701,0.058089013822235844,10638.675180576729
