iR30,iR19,iR21,iR25,v12OutgoingKnownAmp,v12KclResidualAmp,iR15,iR18,n38ActiveResidualAmp,iR16R17MaxR16,iR16R17MinR16,iR20,n08ActiveInjectionWithR20MinAmp,n08ActiveInjectionWithR20MaxAmp,iR22,iR26R27,iR31,iR32,iR36
0.0014411764705882354,0.0001933333333333333,0.0005799999999999999,0.0006125,0.001385833333333333,0.00005534313725490223,0.00008666666666666668,0.00004411764705882353,0.00004254901960784315,0.00010958904109589041,0.00011764705882352942,0.00005000000000000004,0.00011547139403706694,0.00012352941176470593,0.0003902439024390244,0.0008809523809523809,0.0030714285714285713,0.0018,0.020833333333333332
