scenario,vcmd,frequency_hz,command_model,zcmd_ohm,all_diodes_in_range,any_diode_out_of_range,left_path_v,right_path_v,VNA_mag,VNA_db,VNB_mag,VNB_db,VCMD_NODE_mag,input_impedance_mag
empirical_cmd_100k_c4c6_0,0.5,100,finite command impedance 100000 Ohm,100000,false,true,0.462512127064028,0.462512127064028,0.04031199852436613,-27.89131341099558,0.04031196216763397,-27.89132124466091,0.03359330180636165,1593167.840486431
empirical_cmd_100k_c4c6_0,0.5,1000,finite command impedance 100000 Ohm,100000,false,true,0.462512127064028,0.462512127064028,0.36951369325039335,-8.647389262141154,0.3695136899177072,-8.647389340480183,0.3079280749314228,173805.68629785854
empirical_cmd_100k_c4c6_0,0.5,5000,finite command impedance 100000 Ohm,100000,false,true,0.462512127064028,0.462512127064028,0.8369247830536857,-1.5462714320725648,0.8369247827517529,-1.5462714352061262,0.6974373189597943,76737.5759763218
empirical_cmd_100k_c4c6_0,0.5,15000,finite command impedance 100000 Ohm,100000,false,true,0.462512127064028,0.462512127064028,0.9093573984903697,-0.8253079090164362,0.9093573984539179,-0.8253079093646114,0.7577978320449318,70625.23399638615
empirical_cmd_100k_c4c6_0,0.5,20000,finite command impedance 100000 Ohm,100000,false,true,0.462512127064028,0.462512127064028,0.9138811605843586,-0.7822055089124165,0.9138811605637526,-0.7822055091082647,0.7615676338031274,70275.63519282974
empirical_cmd_100k_c4c6_0,0.75,40,finite command impedance 100000 Ohm,100000,false,true,0.626302992449209,0.626302992449209,0.007425533735024114,-42.58544649046432,0.007425095489714603,-42.58595913546223,0.006187579574762168,3979404.145920499
empirical_cmd_100k_c4c6_0,0.75,100,finite command impedance 100000 Ohm,100000,false,true,0.626302992449209,0.626302992449209,0.018556228842501885,-34.630205604696336,0.01855605348666853,-34.63028768649354,0.015463377905557112,1592087.519908272
empirical_cmd_100k_c4c6_0,0.75,1000,finite command impedance 100000 Ohm,100000,false,true,0.626302992449209,0.626302992449209,0.1812357099377572,-14.835124532639023,0.18123569280864624,-14.835125353567607,0.15102974400720523,163003.1794123011
empirical_cmd_100k_c4c6_0,0.75,5000,finite command impedance 100000 Ohm,100000,false,true,0.626302992449209,0.626302992449209,0.6230265368610843,-4.109869096771933,0.6230265345057197,-4.109869129609118,0.5191887787547664,47416.8981675509
empirical_cmd_100k_c4c6_0,0.75,15000,finite command impedance 100000 Ohm,100000,false,true,0.626302992449209,0.626302992449209,0.8047587507762783,-1.8866858438084553,0.804758750438233,-1.8866858474570327,0.670632292031861,36709.11986335032
empirical_cmd_100k_c4c6_0,0.75,20000,finite command impedance 100000 Ohm,100000,false,true,0.626302992449209,0.626302992449209,0.8198845092588993,-1.724946379740723,0.8198845090651751,-1.7249463817930457,0.6832370908876458,36031.88630502157
empirical_cmd_100k_c4c6_0,1,40,finite command impedance 100000 Ohm,100000,true,false,0.7280419230067877,0.7280419230067876,0.004090659431183131,-47.764133525724176,0.004089607346694764,-47.766367753544465,0.003408006122245638,3979400.8908740687
empirical_cmd_100k_c4c6_0,1,100,finite command impedance 100000 Ohm,100000,true,false,0.7280419230067877,0.7280419230067876,0.010218447112272004,-39.81230197015813,0.01021802587815815,-39.81266003517521,0.008515021565131795,1591886.551748299
empirical_cmd_100k_c4c6_0,1,1000,finite command impedance 100000 Ohm,100000,true,false,0.7280419230067877,0.7280419230067876,0.10122960800219545,-19.893848897883576,0.10122956625859278,-19.893852479645947,0.08435797188216065,160668.28646018103
empirical_cmd_100k_c4c6_0,1,5000,finite command impedance 100000 Ohm,100000,true,false,0.7280419230067877,0.7280419230067876,0.42113899641911007,-7.511490842670599,0.4211389894725593,-7.511490985941526,0.3509491578937995,38619.9479403767
empirical_cmd_100k_c4c6_0,1,15000,finite command impedance 100000 Ohm,100000,true,false,0.7280419230067877,0.7280419230067876,0.6692213783128396,-3.4886038785502915,0.6692213770863293,-3.4886038944692883,0.5576844809052744,24303.415650910956
empirical_cmd_100k_c4c6_0,1,20000,finite command impedance 100000 Ohm,100000,true,false,0.7280419230067877,0.7280419230067876,0.6990070710052216,-3.1103686200501217,0.6990070702846032,-3.1103686290045554,0.5825058919038362,23267.812230562777
empirical_cmd_100k_c4c6_0,1.25,40,finite command impedance 100000 Ohm,100000,true,false,0.7967840836635122,0.7967840836635122,0.0027325966279883175,-51.268489438360085,0.002730843664148342,-51.274063234416005,0.002275703053456952,3979417.3433701415
empirical_cmd_100k_c4c6_0,1.25,100,finite command impedance 100000 Ohm,100000,true,false,0.7967840836635122,0.7967840836635122,0.006820407298976378,-43.323793790107494,0.006819704918855754,-43.3246883276479,0.005683087432379795,1591838.4419420806
empirical_cmd_100k_c4c6_0,1.25,1000,finite command impedance 100000 Ohm,100000,true,false,0.7967840836635122,0.7967840836635122,0.0678259614919329,-23.372080820422457,0.06782589159939273,-23.37208977096573,0.05652157633282728,160023.47996282348
empirical_cmd_100k_c4c6_0,1.25,5000,finite command impedance 100000 Ohm,100000,true,false,0.7967840836635122,0.7967840836635122,0.3028744997345486,-10.374745803779922,0.3028744872503631,-10.374746161803657,0.25239540604196925,35835.68432444325
empirical_cmd_100k_c4c6_0,1.25,15000,finite command impedance 100000 Ohm,100000,true,false,0.7967840836635122,0.7967840836635122,0.554358182163801,-5.124190760583128,0.5543581796249011,-5.124190800363553,0.46196514968741764,19578.88265681832
empirical_cmd_100k_c4c6_0,1.25,20000,finite command impedance 100000 Ohm,100000,true,false,0.7967840836635122,0.7967840836635122,0.5938295309718152,-4.526764177264822,0.5938295294419984,-4.5267641996413115,0.4948579412016655,18277.49070851185
empirical_cmd_100k_c4c6_0,1.5,40,finite command impedance 100000 Ohm,100000,true,false,0.8479755138138727,0.8479755138138727,0.002040672490540522,-53.80453380047693,0.0020381967493714273,-53.8150779076513,0.0016984972911428563,3979429.698671808
empirical_cmd_100k_c4c6_0,1.5,100,finite command impedance 100000 Ohm,100000,true,false,0.8479755138138727,0.8479755138138727,0.005087494848596447,-45.869920350331114,0.005086501912791185,-45.871615756974506,0.004238751593992655,1591821.4388381944
empirical_cmd_100k_c4c6_0,1.5,1000,finite command impedance 100000 Ohm,100000,true,false,0.8479755138138727,0.8479755138138727,0.05066317534093844,-25.90615188118537,0.05066307635873085,-25.906168851092314,0.04221923029894239,159764.22958800357
empirical_cmd_100k_c4c6_0,1.5,5000,finite command impedance 100000 Ohm,100000,true,false,0.8479755138138727,0.8479755138138727,0.23355870568480333,-12.632078802984735,0.23355868743218708,-12.632079481787164,0.19463223952682263,34655.622085142044
empirical_cmd_100k_c4c6_0,1.5,15000,finite command impedance 100000 Ohm,100000,true,false,0.8479755138138727,0.8479755138138727,0.46720669080567245,-6.609818927537441,0.46720668674875865,-6.609819002959961,0.3893389056239656,17324.49659212887
empirical_cmd_100k_c4c6_0,1.5,20000,finite command impedance 100000 Ohm,100000,true,false,0.8479755138138727,0.8479755138138727,0.5110270520445689,-5.831122183501024,0.5110270495485199,-5.831122225926189,0.42585587462376656,15838.927914638396
empirical_cmd_100k_c4c6_0,2,40,finite command impedance 100000 Ohm,100000,true,false,0.9224958807992503,0.9224958807992502,0.001359255390103357,-57.33397872271405,0.0013553396993905276,-57.35903681046277,0.0011294497494921064,3979444.517384017
empirical_cmd_100k_c4c6_0,2,100,finite command impedance 100000 Ohm,100000,true,false,0.9224958807992503,0.9224958807992502,0.003377822066681104,-49.42726462930746,0.0033762476129259515,-49.43131419718399,0.0028135396774382937,1591809.6487363265
empirical_cmd_100k_c4c6_0,2,1000,finite command impedance 100000 Ohm,100000,true,false,0.9224958807992503,0.9224958807992502,0.03366082680168801,-29.457504415450625,0.03366066956935965,-29.457544988008436,0.02805055797446638,159554.79451657616
empirical_cmd_100k_c4c6_0,2,5000,finite command impedance 100000 Ohm,100000,true,false,0.9224958807992503,0.9224958807992502,0.15949675760968116,-15.944962824742476,0.15949672780819749,-15.944964447674668,0.13291393984016459,33672.7038167245
empirical_cmd_100k_c4c6_0,2,15000,finite command impedance 100000 Ohm,100000,true,false,0.9224958807992503,0.9224958807992502,0.35187057429248686,-9.072341003548136,0.3518705669873761,-9.072341183874059,0.29322547248948017,15263.239604473227
empirical_cmd_100k_c4c6_0,2,20000,finite command impedance 100000 Ohm,100000,true,false,0.9224958807992503,0.9224958807992502,0.39625598774728454,-8.040483243700514,0.39625598311982924,-8.040483345133849,0.33021331926652436,13553.573778817861
empirical_cmd_100k_c4c6_0,3,40,finite command impedance 100000 Ohm,100000,true,false,1.0197909874512647,1.0197909874512645,0.0008320026541909195,-61.597505765083795,0.0008253323667012996,-61.66742246036874,0.000687776972251083,3979457.8596418723
empirical_cmd_100k_c4c6_0,3,100,finite command impedance 100000 Ohm,100000,true,false,1.0197909874512647,1.0197909874512645,0.0020481024411000454,-53.77296649599621,0.002045400652963882,-53.78443219490716,0.0017045005441365686,1591803.9019117823
empirical_cmd_100k_c4c6_0,3,1000,finite command impedance 100000 Ohm,100000,true,false,1.0197909874512647,1.0197909874512645,0.02038914141045709,-33.812021240740904,0.02038887099499404,-33.81213644002257,0.016990725829161703,159423.78660649524
empirical_cmd_100k_c4c6_0,3,5000,finite command impedance 100000 Ohm,100000,true,false,1.0197909874512647,1.0197909874512645,0.09836965010542516,-20.142777467320258,0.09836959791673602,-20.142782075502907,0.08197466493061335,33042.91791995555
empirical_cmd_100k_c4c6_0,3,15000,finite command impedance 100000 Ohm,100000,true,false,1.0197909874512647,1.0197909874512645,0.23522793905287567,-12.570221929479711,0.23522792518651478,-12.570222441500878,0.19602327098876238,13818.157873452019
empirical_cmd_100k_c4c6_0,3,20000,finite command impedance 100000 Ohm,100000,true,false,1.0197909874512647,1.0197909874512645,0.27308264258143766,-11.27411806389633,0.2730826335264,-11.274118351908262,0.22756886127200007,11902.684759639955
empirical_cmd_open_c4c6_0,0,40,open AC command port,,false,true,0,0,0.0975323538363751,-20.217025888735918,0.0975323433490484,-20.217026822700536,0.0975323433490484,3998671.4540868825
empirical_cmd_open_c4c6_0,0,100,open AC command port,,false,true,0,0,0.2377977265393427,-12.475846035232841,0.2377977224482075,-12.475846184667192,0.2377977224482075,1640048.4966166334
